Original,Translated
"3.39 O Arjuna, wisdom is enveloped by this constant enemy of the wise in the form of desire, which is unappeasable as fire.","O Kaunthai, knowledge is surrounded by this perpetual enemy of the wise, such a work as fire, which is difficult to satisfy."
"3.40 The senses, the mind and the intellect are said to be its seat; through these it deludes the embodied by veiling his wisdom.","The senses, mind and intellect are called its abode; it is through them that the body of man is enticed by the act of covering up knowledge."
"3.41 Therefore, O best of the Bharatas (Arjuna), controlling the senses first, do thou kill this sinful thing, the destroyer of knowledge and realisation.","Therefore, O Arjuna, first conquer the senses and destroy this sinful act, the destroyer of knowledge and science."
3.42 They say that the senses are superior (to the body); superior to the senses is the mind; superior to the mind is the intellect; one who is superior even to the intellect is He (the Self).,"There are said to be the best of the senses, the mind is above the senses, and the wisdom is above the mind, and the spirit is beyond the intelligence."
"3.43 Thus knowing Him Who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to coner.","So, knowing the Spirit beyond wisdom, subdue the spirit by the Spirit, saying, ""Woe to you, O king! Kill this vile enemy of evil""."
4.1 The Blessed Lord said  I taught this imperishable Yoga to Vivasvan; he told it to Manu; Manu proclaimed it to Ikshvaku.,4.1. Shri Bhagavan said -- I called this indestructible yoga to Vivaswan (Sun God); Vivaswan said to Manu; Manu said to Ikshvaku.
"4.2 This, handed down thus in regular succession, the royal sages knew. This Yoga, by long lapse of time, has been lost here, O Parantapa (burner of the foes).","4.2. Thus this yoga derived from tradition was known to the Rajasri, (but) O Paranthap! that yoga was lost here for a long time."
"4.3 That same ancient Yoga has been today taught to thee by Me, for thou art My devotee and My friend; it is the supreme secret.",That is the ancient yoga I have taught you today because you are my devotee and friend.
"4.4 Arjuna said  Later on was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou taughtest this Yoga in the beginning?","4.4. Arjuna said -- you are born afterwards and Viswan is born before, so how do I know that you said (yoga) in the beginning?"
"4.5 The Blessed Lord said  Many births of Mine have passed as well as of thine, O Arjuna; I know them all but thou knowest not, O Parantapa (scorcher of foes).","4.5. Lord said, ""Arjuna, I and you have had many births, but Parantapa, I know them all and you do not know them""."
"4.6 Though I am unborn, of imperishable nature, and though I am the Lord of all beings, yet, governing My own Nature, I am born by My own Maya.","4.6. Although I am an immortal and immortal being and the god of the ghost, I am born of my maya, subjecting my nature to myself."
"4.7 Whenever there is decline of righteousness, O Arjuna, and rise of unrighteousness, then I manifest Myself.","4.7. O India! whenever the loss of religion and the increase of iniquity, then I manifest myself."
"4.8 For the protection of the good, for the destruction of the wicked and for the establishment of righteousness, I am born in every age.","4.8. For the protection of the holy men, the destruction of the evildoers, and the establishment of religion, I manifest myself in every age."
"4.9 He who thus know, in their true light, My divine birth and action, having abandoned the body, is not born again, he comes to Me, O Arjuna.","4.9. O Arjuna, my birth and my work is divine, so that the man who knows the philosophy does not give up the body and attain rebirth; he attains it only to me."
"4.10 Freed from attachment, fear and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained to My Being.","Many men who have taken refuge in me without fear of anger and anger have attained my nature, purified by the knowledge of the Buddha."
"4.11 In whatever way men approach Me even so do I reward them; My path do men tread in all ways, O Arjuna.","I have mercy on those who worship me as I do; all men, in every way, follow my ways."
4.12 Those who long for success in action in this world sacrifice to the gods; because success is ickly attained by men through action.,4.12. (Ordinary people) here worship gods seeking the fruits of their deeds; for men in the folk get the fruits of their deeds soon.
4.13 The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author thereof know Me as non-doer and immutable.,"4.13 The Chaturvaniya is created by me from the department of virtues and deeds. Though I am its maker, you know me to be unperturbed and indestructible."
"4.14 Actions do not taint Me, nor have I a desire for the fruit of actions. He who knows Me thus is not bound by actions.","I am not bound by works, nor am I bound by the fruits of works. So I know that I am not bound by works."
"4.15 Having known this, the ancient seekers after freedom also performed action; therefore do thou also perform action, as did the ancients in days of yore.",For the former men also knew and did this: therefore do ye also the same things which the former men did.
"4.16 What is action? What is inaction? As to this even the wise are confused. Therefore I shall teach thee such action (the nature of action and inaction) by knowing which thou shalt be liberated from the evil (of Samsara, the wheel of birth and death).","What is deed and what is undoing? Even the wise men are misled in this. Therefore I will tell you about deed, which you will know and be free from evil."
"4.17 For verily (the true nature) of action (enjoined by the scriptures) should be known, also (that) 
of forbidden (or unlawful) action, and of inaction; hard to understand is the nature (path) of action.",4.17 You should know the form of the deed and you should also know the form of the deed; you should also know the form of the deed and the form of the deed.
"4.18 He who seeth inaction in action and action in inaction, he is wise among men; he is a Yogi and performer of all actions.","4.18 The man who sees in the work of the undoing and in the work of the undoing is the wise man in the men, the yogi is the doer of all the works."
"4.19 He whose undertakings are all devoid of desires and (selfish) purposes and whose actions have been burnt by the fire of knowledge,  him the wise call a sage.","4.19. A man whose deeds are devoid of desire and determination, whose deeds are consumed by the fire of that knowledge - form, is called a sage - jnan pandit."
"4.20 Having abandoned attachment to the fruits of the action, ever content, depending on nothing, he does not do anything though engaged in activity.","4.20. A man who is discouraged from work, constantly content and without all shelter, does nothing even if he is engaged in work."
"4.21 Without hope and with the mind and the self controlled, having abandoned all covetousness, doing mere bodily action, he incurs no sin.","4.21. A man who is hopeless and has restrained mind and soul, who has abandoned all circumstance, does not acquire sin even while doing bodily work."
"4.22 Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound.","4.22. A man who is content with what he has, who is not envious of past conflicts or jealousy, who is equally capable of achieving and achieving, is not bound by his work."
"4.23 To one who is devoid of attchment, who is liberated, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole action is dissolved.","4.23. The man who is free and free, whose mind is in knowledge, all the actions of such a man who performs for the sake of sacrifice become absorbed."
4.24 Brahman is the oblation; Brahman is the melted butter (ghee); by Brahman is the oblation poured into the fire of Brahman; Brahman verily shall be reached by him who always sees Brahman in action.,4.24. The offering (meaning the means of offering) is Brahma and the havi (shakalya or havanable substance) is also Brahma; the havan performed by the Brahmaputra in the Brahmaputra fire is also Brahma. Thus the destination of the Samadhi-stained man in Brahmaputra Karma is also Brahma.
4.25 Some Yogies perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of Brahman alone.,"Some Yogis perform the Yajna of the gods, while others (Kanyaji) perform the Yajna through Yajna in the fire."
4.26 Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses.,"4.26 Other (Yogi) Shotradics devour all the senses in a moderate manner in the fire, and other (People) Phrasaids devour the subjects in an indriyat fire."
4.27 Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the Yoga of self-restraint kindled by knowledge.,4.27 The other (Yogi) purify the actions of the whole senses and souls in the self - controlled fire of knowledge.
"4.28 Others again offer wealth, austerity and Yoga as sacrifice, while the ascetics of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","Some are Masyagyas, Tapiyas and Yogis; and others are Swadyagyas and Yogis who fast hard."
"4.29 Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.","4.29 Other (Yogi) who purify the air of the air and sacrifice the air of the air, by stopping the movement of the air and the air, are the same as the meaning of Pranayama."
"4.30 Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose sins are destroyed by sacrifice.",4.30. Other regular dieters (sahadaka) purify the souls into souls. These are all the Yajna knower whose sins have been destroyed by Yajna.
"4.31 Those who eat the remnants of the sacrifice, which are like nectar, go to the eternal Brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?","4.31 O Kurushetra! The man who experiences the remaining Amrut of Yajna obtains the Sunanat Brahma. The man without Yajna does not even get this Lok, then how will he get Parakh?"
"4.32 Thus, manifold sacrifices are spread out before Brahman (literally) at the mouth or face of Brahman). Know them all as born of action and thus knowing, thou shalt be liberated.","4.32. Many such sacrifices are spread or described in the mouths of Brahma, or Vedas. Know them all as resulting from actions; thus knowing you will be free."
Swami Sivananda did not comment on this sloka,"O Parth, the knowledge is superior to the Yajna which is accomplished by the liquids. O Parth, all the works end in knowledge, that is, knowledge is their supreme."
"4.34 Know That by long prostration, by estion and by service; the wise who have realised the Truth will instruct thee in (that) knowledge.","Know it by means of prayer, questioning and service; these philosophical wise men will teach you knowledge."
"4.35 Knowing ï1thatï1 thou shalt not, O Arjuna, again get deluded like this; and by that thou shalt see all beings in thy Self and also in Me.","4.35. You will not be attracted by knowing Him again, and by Him, O Pandava, you will see the ghost in your self and in me."
"4.36 Even if thou art the most sinful of all sinners, yet thou shalt verily cross all sins by the raft of knowledge.","If you are more sinful than all sinners, you will surely be swept away by the ship of knowledge."
"4.37 As the blazing fire reduces fuel to ashes, O Arjuna, so does the fire of knowledge reduce all actions to ashes.","4.37 As the ignited fire consumes the fuel, so, O Arjuna, the knowledge - based fire consumes the entire work."
"4.38 Verily, there is no purifier in this world like knowledge. He who is perfected in Yoga finds it in the Self in time.",There is nothing in this folk that can be as holy as knowledge. The man who is well versed in yoga himself acquires it in the soul at the proper time.
"4.39 The man who is full of faith, who is devoted to it, and who has subdued the senses obtains (this) knowledge; and having obtained the knowledge he attains at once to the supreme peace.","4.39 A man who is devout, ready and determined acquires knowledge."
"4.40 The ignorant the faithless, the doubting self goes to destruction; there is neither this world nor the other, nor happiness for the doubting.","The ignorant and the disbelieving and the doubtful man perishes, for the doubtful man it is neither the world nor the hereafter nor happiness."
"4.41 He who has renounced actions by Yoga, whose doubts are rent asunder by knowledge, and who is self-possessed  actions do not bind him, O Arjuna.","4.41 A self - conscious man who has done his work through yoga, whose doubts have been destroyed by knowledge, does not bind to karma, O Dhananjaya."
"4.42 Therefore with the sword of the knowledge (of the Self) cut asunder the doubt of the self born of ignorance, residing in thy heart, and take refuge in Yoga. Arise, O Arjuna.","So, India, take refuge in Yoga, by cutting off the self - questioning from the ignorance in your heart."
"5.1 Arjuna said  Renunciation of actions, O Krishna, Thou praisest, and again Yoga. Tell me conclusively that which is the better of the two.","5.1. Arjuna said, 'O Krishna, you praise the sanctity of the karmas and then the practice of yoga."
"5.2 The Blessed Lord said  Renunciation and the Yoga of action both lead to the highest bliss; but of the two, the Yoga of action is superior to the renunciation of action.","Shri Bhagavan said - Karmasanayas and Karmyoga are both of the highest beneficial, but Karmasanayas is superior to Karmasanayas."
"5.3 He should be known as a perpertual Sannyasi who neither hates nor desires; for, free from the pairs of opposites, O mighty-armed Arjuna, he is easily set free from bondage.","5.3. A man who hates no one or desires no one is always a saintly man, because, oh, woe! a man without strife is free from bondage."
"5.4 Children, not the wise, speak of knowledge and the Yoga of action or the performance of action as though they are distinct and different; he who is truly established in one obtains the fruits of both.","5.4. The child, i.e. the people of the childhood, understands the Sanskrit and the Yogic in a different way; the man who is in any one of them in a common way receives the fruits of both."
"5.5 That place which is reached by the Sankhyas or the Jnanis is reached by the Yogis (Karma Yogis). He sees, who sees knowledge and the performance of action (Karma Yoga) as one.",5.5. The place attained by the learned is also the place of the Karmayoga. So whoever sees the number and the yoga (in a fruitful way) is the same one who sees (in fact).
"5.6 But renunciation, O mighty-armed Arjuna, is hard to attain without Yoga; the Yoga-harmonised sage ickly goes to Brahman.","But, O Mahabah, it is difficult to retire without yoga; a man who meditates on yoga soon acquires the spirit of God."
"5.7 He who is devoted to the path of action, whose mind is ite pure, who has conered the self, who has subdued his senses and who realises his Self as the Self in all beings, though acting, is not tainted.","5.7. A man who is yogic, pure in mind, possessed of body, and has experienced unity with the soul in the Jindriya and the ghostmatra is not engaged in them even in his work."
"5.8 ""I do nothing at all,"" thus would the harmonised knower of Truth think  seeing, hearing, touching, smelling, eating, going, sleeping, breathing.","5.8. A philosopher will think (that is, he knows) that ""I do not do anything but see, hear, touch, smell, eat, walk, sleep, breathe""."
"5.9 Speaking, letting go, seizing, opening and closing the eyes  convinced that the senses move among the sense-objects.","5.9. Speaking, giving up, receiving and opening and closing the eyes, he is sure that all the senses are diverging in their own subjects."
"5.10 He who does actions, offering them to Brahman, and abandoning attachment, is not tainted by sin, just as a lotus-leaf is not tainted by water.",5.10. A man who sacrifices all his deeds to Brahma and renounces asceticism is not bound to sin like a camel's leaf.
"5.11 Yogis, having abandoned attachment, perform actions only by the body, mind, intellect, and even by the senses, for the purification of the self.","5.11. Yogis, by renouncing attachment to body, mind, mind and senses, work for self - purification."
"5.12 The united one (the well poised or the harmonised) having abandoned the fruit of action attains to the eternal peace: the non-united only (the unsteady or the unbalanced) impelled by desire, attached to the fruit, is bound.",5.12. A man who is rich obtains supreme peace by giving up the fruit of his labor; and a man who is uncommitted is bound by the fruit of his passion.
"5.13 Mentally renouncing all actions and self-controlled, the embodied one rests happily in the nine-gated city, neither acting nor causing others (body and senses) to act.","5.13. By renouncing all works with mind, the self - controlled man, who has a body, does not work or do anything while living in the city."
"5.14 Neither agency nor actions does the Lord create for the world, nor union with the fruits of actions. But it is Nature that acts.","5.14. For the people, the Lord does not create a combination of duty, or deed, or fruit of labour."
"5.15 The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance, thery beings are deluded.","The Divine Spirit does not accept sin or goodness, but ignorance is hidden from knowledge, and all living beings are enticed by it."
"5.16 But to those whose ignorance is destroyed by the knowledge of the Self, like the sun, knowledge reveals the Supreme (Brahman).","But to those who are destroyed by ignorance, it illuminates the soul, like the sun."
"5.17 Their intellect absorbed in That, their self being That, established in That, with That for their supreme goal, they go whence there is no return, their sins dispelled by knowledge.","5.17. Those whose intellect is in Him, whose mind is modest, whose devotion is to Him, whose ultimate goal is to attain impenitence through knowledge, that is, they are not reborn."
"5.18 Sages look with an eal eye on a Brahmana endowed with learning and humility, on a cow, on an elephant, and even on a dog and an outcaste.","5.18 They see the same element in the Brahmins, who are rich in knowledge and wisdom, and also in the cow, elephant, swan and chandal."
5.19 Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman.,"The heaven is won here by those whose mind is in equality; because Brahma is blameless and equal, they are therefore in Brahma."
"5.20 Resting in Brahman, with steady intellect and undeluded, the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant.","5.20. The man who is in the Brahma of the stable mind, the unconvinced Brahmavitth, is not happy with the receipt of the beloved object and not upset with the receipt of the unbeloved object."
5.21 With the self unattached to external contacts he finds happiness in the Self; with the self engaged in    the meditation of Brahman he attains to the endless happiness.,5.21. The man with an unbounded mind in external matters attains happiness only in the soul; the man with a mind embedded in the mind of Brahma attains an endless happiness.
"5.22 The enjoyments that are born of contacts are only generators of pain, for they have a beginning and an end, O Arjuna; the wise man does not rejoice in them.","O countai, the pleasures which arise from the coincidence of the senses and subjects are for the sake of sorrow, for they are beginning and end. The wise man does not rejoice in them."
"5.23 He who is able, while still here (in this world) to withstand, before the liberation from the body, the impulse born out of desire and anger  he is a Yogi, he is a happy man.",A person who is able to endure the pace of action and anger before leaving the body in this society is a Yogi (competent) and a happy person.
"5.24 He who is happy within, who rejoices within, and who is illuminated within, that Yogi attains absolute freedom or Moksha, himself becoming Brahman.","5.24. The man who is content in the soul, rested in the soul and knowledgeable in the soul, becomes a Yogi Brahmaprabha and attains Brahmanevarna, or Paramomoksa."
"5.25 The sages (Rishis) obtain absolute freedom or Moksha  they whose sins have been destroyed, whose dualities (perception of dualities or experience of the pairs of opposites) are torn asunder, who are self-controlled, and intent on the welfare of all beings.","5.25. Those who receive Rishis who have been destroyed by their sins, who are undoubtedly self - controlled and will rejoice in the interests of the ghost."
"5.26 Absolute freedom (or Brahmic bliss) exists on all sides for those self-controlled ascetics who are free from desire and anger, who have controlled their thoughts and who have realised the Self.","5.26 For the unworked and unwilling, conscientious and soul - conscious ones, there is everywhere a Moksha (or Brahmananda)."
"5.27 Shutting out (all) external contacts and fixing the gaze between the eyrow, ealising the outgoing and incoming breaths moving within the nostrils.",5. 27. By keeping out external objects and placing the eyes in the middle of the eyelids and by balancing the air and atmosphere scattered in the nasal cavity.
"5.28 With the senses, the mind and the intellect (ever) controlled, having liberation as his supreme goal, free from desire, fear and anger  the sage is verily liberated for ever.","A man who has a mind, mind and intelligence, free from desire, fear and anger, is always free."
"5.29 He who knows Me as the enjoyer of sacrifices and austerities, the great Lord of all the worlds and the friend of all beings, attains to peace.",I am a devotee of Yogis and Tapas and a friend of the great God and spirit of all peoples.
6.1 The Blessed Lord said  He who performs his bounden duty without depending on the fruits of his actions  he is a Sannyasi and a Yogi; not he who is without fire and without action.,"Shri Bhagavan said - the man who does his duty without relying on his karma is a saint and a yogi, not one who has only given up fire and other actions."
"6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts.","6.2. O Pandava, consider what is called Sannyas as Yoga, for no man who does not abandon his resolutions is a Yogi."
"6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means.","6.3. For the Mani who wishes to be virtuous in Yoga, it is said to be to do (means) karma and for the same man who becomes virtuous in Yoga, it is said that the sham (peace, resolve) is the means."
"6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga.","6.4. When the (Sadhak) is not obsessed with matters of the senses and not with deeds, the sannyasi of all resolutions is called yogarud."
"6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself.",6.5. Man must save himself by himself and not fall; for the spirit is the friend of the spirit and the spirit (man himself) is the enemy of the spirit.
"6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe.","6.6. The soul of the man who has conquered the soul (indents, etc.) by the spirit is his friend, but for the unconscious the soul is like the enemy."
"6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour.","6.7. The soul that is calm in cold - heat, happiness - sorrow and humiliation is in the same state as the soul, that is, in the same state as the soul."
"6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi).","6.8. The Yogi who is full of knowledge and science, who is undisturbed and vital, who is like earth, stone and stone, is called possessed of the Spirit."
"6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels.","6.9. The man who is friendly, friend, enemy, indifferent, mediator, hater and bondman, and who is equally minded among the religious and the sinners, is superior."
"6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness.","6.10. The Yogi, who is restrained in body and mind, should constantly establish the mind in spirit, free from the hopes and ambitions of living alone in a lonely place."
"6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other.","6.11. By establishing his seat in a clean land, not too high or too low, with a basket, a basket and garments."
"6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self.","6.12. There (sitting) concentrate your mind, practice yoga for self - purification, subjecting the actions of the mind and the senses."
"6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around.","6.13. The head and the cervix were fixed and fixed, looking at the front of his nostrils without looking in other directions."
"6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal.","6.14 (Sadhak) Being situated in a peaceful mind, fearless and Brahmacharya Bhattacharya, I should sit down as the ultimate goal, with the mind restrained and the mind set in me."
"6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation.","Thus, in my efforts to establish the mind, the Yogi of the Constrained Mind attains the ultimate Nirvana (Moksh) form of peace."
"6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna.","But, O Arjuna, this yoga is not possible for a man who eats too much or does not eat at all and who sleeps too much or is always awake."
"6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness.","6.17. Yoga is a painful thing for a man who is a well fed and well fed man, a well - exercised man and a limited sleep and wakefulness."
"6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'.","6.18 The time when the mind is in subjection and becomes conscious of all things, it is called the Yogi."
"6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self).","6.19. As the flame of a lamp in the place of a non - pulsating air becomes unstable, so the same parable of Yotchitwala Yogik Chitri is said while practicing yoga."
"6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self.",6.20. The state in which the mind is rested from the practice of yoga and the state in which the self is satisfied with itself by seeing itself in itself.
"6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality.","6.21. The Sukh which is extreme, attic and buddhigrahmatic, never again deviates from the state of Sukh which he experiences and in which he is situated."
"6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow.",6.22. No other benefit comes into his mind than the benefit he receives and he is not distracted by the great pain he feels when he is in it.
"6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind.",6.23 The dissociation from the coincidence of sorrow should be known as 'Yoga'. (The yoga which is the goal of meditation) The practice of meditation should be done with determination and without exasperation.
6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.,"6.24. By renouncing all desires arising from resolve, by ensuring the indrival community in all directions by the mind."
"6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything.","Shanai: By patience, wisdom, and peace, let us be able to achieve uparamata."
"6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone.","6.26. Controlling the unstable mind from the causes it wanders, make it subject to the Spirit, that is, make it firm in the Spirit."
"6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin.","6.27 The Yogi who is calm, sinless and whose mind is calm, in this form of Brahmaputra, receives the best happiness."
"6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal).","Thus the sinless Yogi who does the yoga of permanently establishing the mind in the soul, enjoys the ultimate pleasure of blissful Brahmsansas."
6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.,The Yogi with a Yogious mind and a universal sympathetic mind sees the soul in all spirits and the spirit in all spirits.
"6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.","6.30. For the man who sees me everywhere and sees everyone in me, I am not destroyed (that is, I am not far away from him) and he is not condemned by me."
"6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.","6.31. The man who worships me in the unity of all spirits, the Yogi remains in me in every way."
"6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.","O Arjuna, a man who sees everything as equal to himself, whether it be happiness or sorrow, is considered a supreme yogi."
"6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).","6.33 - Arjuna said - O Madhusudan! This same yoga you said, I do not see its lasting state from the tangling of the mind."
"6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.","6.34 For, O Krishna, this mind is of a chubby and flattering nature and strong and firm; to beg for it I consider as evil as the wind."
"6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.","Shri Bhagavan says, ""Oh, my lord, the mind is bound to be conquered by a tangle and hardship; but, O Kuntiputra, it can be conquered by practice and skill""."
"6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.","6.36 It is difficult to achieve yoga by a man of unconcerned mind, but it is possible to achieve yoga by means of a man of independent mind, I think."
"6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?",6.37 Arjuna said - O Krishna! What speed does such an untiring devout man who has become minded to yoga achieve without achieving the Siddhi of yoga?
Swami Sivananda did not comment on this sloka,"O Mahabah! Is he not corrupted from both sides like a cloud of men, deceived and unsheltered in the path of Brahma?"
"6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.","O Krishna, you are the one who is worthy to puncture my doubt, because no one else can puncture it except you."
"6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.","Shri Bhagavan said, ""O Parth, that man shall not perish in this world nor in the hereafter; O Tat, no one who does good works shall attain to Durga."
"6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.","6.41. The Yogiburt man, having acquired the locus of the virtuous, lives there for a long time and is born in the house of the rich man, a man of pure conduct."
6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,"Or, (Sadhak) is born in the clan of the sage Yogis, but this kind of birth is undoubtedly extremely rare in this folk."
"6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna.",He is full of knowledge acquired in the former body and strives even more for yoga consistency.
6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.,6.44 The same practice attracts him to the rest of yoga. The only curious about yoga is the transcendence of the word Brahman.
"6.45 But the Yogi who strives with assiduity, purified of sins and perfected gradually through many births, reaches the highest goal.","But the Yogi who practices with diligence, purified from all sins and perfected through many generations (Shayna: Shanay), then attains the ultimate momentum."
"6.46 The Yogi is thought to be superior to the ascetics and even superior to men of knowledge (obtained through the study of scriptures); he is also superior to men of action; therefore be thou a Yogi, O Arjuna.","6.46 For the Yogi is superior to the sages and is considered superior to the learned and the Yogi is superior to the practitioners, therefore, O Arjuna, be Yogi."
"6.47 And among all the Yogis he who, full of faith and with his inner self merged in Me, worships Me is deemed by Me to be the most devout.","6.47. Among all the yogis, the devout yogis who worship me with the unity of mind in me are the most worthy of me."
"7.1 The Blessed Lord said  O Arjuna, hear how you shall without doubt know Me fully, with the mind intent on Me, practising Yoga and taking refuge in Me.","O Parth, listen to me, you who have a weak mind and are dependent on me, practicing yoga in such a way that you will know me as a whole, without any doubt."
"7.2 I shall declare to thee in full this knowledge combined with realisation, after knowing which nothing more here remains to be known.","7.2. I will tell you in detail about this knowledge, including science, which is not known in this world."
"7.3 Among thousands of men, one perchance strives for perfection; even among those successful strivers, only one perchance knows Me in essence.","7.3. Of the thousands of men, not one man strives for perfection, and not one man among those striving seekers knows me by substance."
"7.4 Earth, water, fire, air, ether, mind, intellect and egoism  thus is My Nature divided eightfold.","7.4. Earth, water, fire, air and sky and mind, intelligence and ego - this is my nature divided into eight forms."
"7.5 This is the inferior Prakriti, O mighty-armed (Arjuna); know thou as different from it My higher Prakriti (Nature), the very life-element, by which this world is upheld.","O Mahabah, this is the supernatural. Know my other living supernatural, which holds this world."
7.6 Know that these two (Natures) are the womb of all beings. So I am the source and dissolution of the whole universe.,7.6. Know that the perfect ghosts originate from these two natures. (A) I am the origin and end of the whole world.
"7.7 There is nothing whatsoever higher than Me, O Arjuna. All this is strung on Me, as clusters of gems on a string.","O Dhananjaya, there is no other thing greater than me. It is like pearls in the whole world."
