Original,Translated
"4.3 That same ancient Yoga has been today taught to thee by Me, for thou art My devotee and My friend; it is the supreme secret.",..4.3.. I told (taught) this ancient yoga to you today because you are my devotee and friend. This is a great secret.
"4.4 Arjuna said  Later on was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou taughtest this Yoga in the beginning?","..4.4.. Arjun said - Your birth is after (after) and Vivasvan's birth is before (yours), therefore how should I know that you had said (this yoga) in the beginning (of creation)?"
"4.5 The Blessed Lord said  Many births of Mine have passed as well as of thine, O Arjuna; I know them all but thou knowest not, O Parantapa (scorcher of foes).","..4.5.. Lord Shri said - Oh Arjun! You and I have had many births, (but) O Parantap! I know them all and you don't."
"4.6 Though I am unborn, of imperishable nature, and though I am the Lord of all beings, yet, governing My own Nature, I am born by My own Maya.","..4.6.. Although I am an unborn and imperishable form and am the God of all existence, (yet) by keeping my nature under my control (Adhishthaya), I take birth from my Maya."
"4.7 Whenever there is decline of righteousness, O Arjuna, and rise of unrighteousness, then I manifest Myself.","..4.7.. Hey India! Whenever there is loss of righteousness and increase of unrighteousness, I reveal Myself."
"4.8 For the protection of the good, for the destruction of the wicked and for the establishment of righteousness, I am born in every age.","..4.8.. For the protection of virtuous people, the destruction of evildoers, and the establishment of religion, I appear in every age."
"4.9 He who thus know, in their true light, My divine birth and action, having abandoned the body, is not born again, he comes to Me, O Arjuna.","..4.9.. Hey Arjun! My birth and actions are divine, thus the man who knows the principle does not take birth again after leaving the body;  Only I get it."
"4.10 Freed from attachment, fear and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained to My Being.","..4.10.. Many men who have taken refuge in me with a mind free from attachment, fear and anger, have attained my form, purified by penance in the form of knowledge."
"4.11 In whatever way men approach Me even so do I reward them; My path do men tread in all ways, O Arjuna.","..4.11.. Those who worship Me, I show my grace to them;  O Partha, all men follow my path in every way."
4.12 Those who long for success in action in this world sacrifice to the gods; because success is ickly attained by men through action.,"..4.12.. (Ordinary humans) here (in this world) worship the gods, desiring the fruits of their actions;  Because in the human world the fruits of one's actions are achieved soon."
4.13 The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author thereof know Me as non-doer and immutable.,"..4.13.. Chaturvanya has been composed by me from the department of qualities and actions. Although I am its doer, yet you know me as non-doer and imperishable."
"4.14 Actions do not taint Me, nor have I a desire for the fruit of actions. He who knows Me thus is not bound by actions.","..4.14.. Karmas do not indulge me;  Nor am I interested in the fruits of my actions. In this way, one who knows me is also not bound by deeds."
"4.15 Having known this, the ancient seekers after freedom also performed action; therefore do thou also perform action, as did the ancients in days of yore.","..4.15.. Even the ancient men of the past have performed their actions with this knowledge;  Therefore, you too should always perform the same actions done by your ancestors."
"4.16 What is action? What is inaction? As to this even the wise are confused. Therefore I shall teach thee such action (the nature of action and inaction) by knowing which thou shalt be liberated from the evil (of Samsara, the wheel of birth and death).","..4.16.. What is karma and what is non-action? Even intelligent people get confused in this matter. That's why I will tell you karma, (that is, I will explain the nature of action and non-action) knowing which you will be free from inauspicious (worldly bondage)."
"4.17 For verily (the true nature) of action (enjoined by the scriptures) should be known, also (that) 
of forbidden (or unlawful) action, and of inaction; hard to understand is the nature (path) of action.",..4.17.. One should know the nature of one's actions and one should also know the nature of one's vices; (Boddhavyam) and also the nature of non-action should be known (because) the speed of action is deep.
"4.18 He who seeth inaction in action and action in inaction, he is wise among men; he is a Yogi and performer of all actions.","..4.18.. The man who sees inaction in action and action in inaction, he is wise among men, he is a yogi who performs complete actions."
"4.19 He whose undertakings are all devoid of desires and (selfish) purposes and whose actions have been burnt by the fire of knowledge,  him the wise call a sage.","..4.19.. A person whose actions are free from desire and determination, whose actions are burnt by the fire of knowledge, is called a knowledgeable scholar."
"4.20 Having abandoned attachment to the fruits of the action, ever content, depending on nothing, he does not do anything though engaged in activity.","..4.20.. The man who, having given up the desire for action, is eternally satisfied and devoid of all shelter, does nothing (actually) even though he is engaged in action."
"4.21 Without hope and with the mind and the self controlled, having abandoned all covetousness, doing mere bodily action, he incurs no sin.","..4.21.. One who is free from hope and who has controlled the mind and soul (body), who has renounced all attachments, such a person does not commit sin even while performing physical activities."
"4.22 Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound.","..4.22.. A man who is content with whatever he gets as per his own will, free from conflicts and desires, and equanimous between success and failure, does not get bound even by doing work."
"4.23 To one who is devoid of attchment, who is liberated, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole action is dissolved.","..4.23.. All the deeds of a person who is free from attachment and free, whose mind is situated in knowledge, who conducts the yagya are absorbed."
4.24 Brahman is the oblation; Brahman is the melted butter (ghee); by Brahman is the oblation poured into the fire of Brahman; Brahman verily shall be reached by him who always sees Brahman in action.,"..4.24.. Arpan (i.e. the means of offering, Shruva) is Brahma and Havi (Shakalya or liquid capable of being offered as Havan) is also Brahma;  The havan performed by the doer in the form of Brahma in the fire of Brahma is also Brahma. In this way, the destination of the person who is in samadhi in the form of Brahma is also Brahma."
4.25 Some Yogies perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of Brahman alone.,..4.25.. Some yogis only perform Yagya in the form of worship of Gods; And others (knowledgeable people) perform Yagya through Yagya in the fire of Brahma.
4.26 Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses.,"..4.26.. Others (yogis) offer all the senses in the fire of restraint, and others (people) offer the objects of speech in the fire of the senses."
4.27 Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the Yoga of self-restraint kindled by knowledge.,..4.27.. Others (yogis) sacrifice the actions of all the senses and the soul in the fire of self-control and yoga illuminated by knowledge.
"4.28 Others again offer wealth, austerity and Yoga as sacrifice, while the ascetics of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","..4.28.. Some (seekers) are the ones who perform Dravya Yagya, Tapayagya and Yoga Yagya;  And others are the yogis who observe difficult fasts, do self-study and perform knowledge yagya."
"4.29 Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.","..4.29.. Others (yogis) sacrifice Pranavayu in Apanavayu, and sacrifice Apana in Prana. By stopping the movement of Prana and Apana, they consider it to be the same as Pranayama."
"4.30 Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose sins are destroyed by sacrifice.","..4.30.. Others, those who eat regularly (meditational people) perform havan in their lives. All of them are the ones who know Yagya, whose sins have been destroyed by Yagya."
"4.31 Those who eat the remnants of the sacrifice, which are like nectar, go to the eternal Brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?","..4.31.. Oh best of Kurus! Those who enjoy the residual nectar of Yagya attain eternal Brahma. A man without Yagya does not even get this world, then how will he get the next world?"
"4.32 Thus, manifold sacrifices are spread out before Brahman (literally) at the mouth or face of Brahman). Know them all as born of action and thus knowing, thou shalt be liberated.",..4.32.. Many types of such yagyas are spread in the mouth of Brahma i.e. the Vedas i.e. they are described. Know all of them to be born out of karma;  Knowing this way you will become free.
Swami Sivananda did not comment on this sloka,"..4.33.. Hey Parantap! The yagya of knowledge is better than the yagya performed with liquids. Hey Parth! All actions end in knowledge, that is, knowledge is their culmination."
"4.34 Know That by long prostration, by estion and by service; the wise who have realised the Truth will instruct thee in (that) knowledge.","..4.34.. Know that (knowledge) by (going near the Guru), prostrating, asking questions and doing service;  These philosophical wise men will preach knowledge to you."
"4.35 Knowing ï1thatï1 thou shalt not, O Arjuna, again get deluded like this; and by that thou shalt see all beings in thy Self and also in Me.","..4.35.. Knowing this you will never again be tempted like this, and O Pandava! Through which you will see the ghost in your self and also in me."
"4.36 Even if thou art the most sinful of all sinners, yet thou shalt verily cross all sins by the raft of knowledge.","..4.36.. Even if you are the one who commits more sins than all the other sinners, then by the boat of knowledge, you will definitely get rid of all the sins."
"4.37 As the blazing fire reduces fuel to ashes, O Arjuna, so does the fire of knowledge reduce all actions to ashes.","..4.37.. Just as a burning fire consumes fuel, so too, O Arjun! The fire of knowledge burns all the deeds to ashes."
"4.38 Verily, there is no purifier in this world like knowledge. He who is perfected in Yoga finds it in the Self in time.","..4.38.. There is, undoubtedly, nothing in this world as purifying as knowledge. A man accomplished in Yoga himself attains it in the soul at the appropriate time."
"4.39 The man who is full of faith, who is devoted to it, and who has subdued the senses obtains (this) knowledge; and having obtained the knowledge he attains at once to the supreme peace.","..4.39.. A man who is faithful, ready and alert attains knowledge. After attaining knowledge he soon attains ultimate peace."
"4.40 The ignorant the faithless, the doubting self goes to destruction; there is neither this world nor the other, nor happiness for the doubting.","..4.40.. The ignorant, faithless and doubtful man gets destroyed, (among them too) for the doubtful man there is neither this world, nor the next world, nor happiness."
"4.41 He who has renounced actions by Yoga, whose doubts are rent asunder by knowledge, and who is self-possessed  actions do not bind him, O Arjuna.","..4.41.. To the self-realized man who has renounced actions through Yoga, whose doubts have been destroyed through knowledge, O Dhananjay! Karmas do not bind."
"4.42 Therefore with the sword of the knowledge (of the Self) cut asunder the doubt of the self born of ignorance, residing in thy heart, and take refuge in Yoga. Arise, O Arjuna.","..4.42.. Therefore, by cutting the self-doubt arising from ignorance in your heart with the sword of knowledge, O Bharat! Stand up with the help of yoga."
"5.1 Arjuna said  Renunciation of actions, O Krishna, Thou praisest, and again Yoga. Tell me conclusively that which is the better of the two.",..5.1.. Arjun said - Krishna! You praise renunciation of actions and then yoga (conduct of action). Tell me which one is definitely better among these two.
"5.2 The Blessed Lord said  Renunciation and the Yoga of action both lead to the highest bliss; but of the two, the Yoga of action is superior to the renunciation of action.","5.2. Shri Bhagwan said - Renunciation of Karma and Karmayoga both are extremely beneficial;  But among both of them, Karmayoga is better than Sannyasa."
"5.3 He should be known as a perpertual Sannyasi who neither hates nor desires; for, free from the pairs of opposites, O mighty-armed Arjuna, he is easily set free from bondage.","5.3. The man who neither hates anyone nor desires anyone, is always considered a Sanyasi;  Because, O mighty-armed one! A man free from conflicts easily becomes free from bondage."
"5.4 Children, not the wise, speak of knowledge and the Yoga of action or the performance of action as though they are distinct and different; he who is truly established in one obtains the fruits of both.","5.4. Children, i.e. people of childlike mind consider Sankhya (Sanyas) and Yoga as different from each other;  A person properly established in either one attains the fruits of both."
"5.5 That place which is reached by the Sankhyas or the Jnanis is reached by the Yogis (Karma Yogis). He sees, who sees knowledge and the performance of action (Karma Yoga) as one.","..5.5.. The place which is attained by the wise, the Karma Yogis also reach the same place. Therefore the man who sees Sankhya and Yoga (in effect) as one and the same, sees the same (in reality)."
"5.6 But renunciation, O mighty-armed Arjuna, is hard to attain without Yoga; the Yoga-harmonised sage ickly goes to Brahman.","5.6. But, O mighty-armed one! It is difficult to attain sannyasa without yoga;  A person who meditates with yoga soon attains God."
"5.7 He who is devoted to the path of action, whose mind is ite pure, who has conered the self, who has subdued his senses and who realises his Self as the Self in all beings, though acting, is not tainted.","5.7. The man who is engaged in Yoga, has a pure conscience, has controlled the body, has experienced unity with the senses and the soul situated in the physical world, does not get attached to them even while doing work."
"5.8 ""I do nothing at all,"" thus would the harmonised knower of Truth think  seeing, hearing, touching, smelling, eating, going, sleeping, breathing.","5.8. A man having Tattva-Vitta will think (i.e. know) that “I do not do even the slightest action” while seeing, hearing, touching, smelling, eating, walking, sleeping, breathing."
"5.9 Speaking, letting go, seizing, opening and closing the eyes  convinced that the senses move among the sense-objects.","5.9. Speaking, giving up, receiving and opening and closing the eyes, (he) knows with certainty that all the senses are moving about their respective objects."
"5.10 He who does actions, offering them to Brahman, and abandoning attachment, is not tainted by sin, just as a lotus-leaf is not tainted by water.","..5.10.. The man who performs all his actions by offering them to Brahma and renouncing attachment, is not indulged in sins like a lotus leaf."
"5.11 Yogis, having abandoned attachment, perform actions only by the body, mind, intellect, and even by the senses, for the purification of the self.","5.11. Yogis work for self-purification (purification of mind) by renouncing attachments through body, mind, intellect and senses."
"5.12 The united one (the well poised or the harmonised) having abandoned the fruit of action attains to the eternal peace: the non-united only (the unsteady or the unbalanced) impelled by desire, attached to the fruit, is bound.",5.12. A wise man attains ultimate peace by renouncing the fruits of his actions;  And the uneducated man becomes attached to the fruit and becomes bound by desire.
"5.13 Mentally renouncing all actions and self-controlled, the embodied one rests happily in the nine-gated city, neither acting nor causing others (body and senses) to act.","..5.13.. Having renounced all actions from the mind, a man of self-control neither does nor gets any action done, while living happily in the city of the body with Navdwar."
"5.14 Neither agency nor actions does the Lord create for the world, nor union with the fruits of actions. But it is Nature that acts.","..5.14.. For the common people, the Lord (God) does not create any combination of actions, nor actions, nor results of actions. But nature does (everything)."
"5.15 The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance, thery beings are deluded.","5.15. Vibhu Parmatma neither accepts anyone's sinful deeds nor virtuous deeds;  (But) knowledge is covered by ignorance, and all living beings are deluded by it."
"5.16 But to those whose ignorance is destroyed by the knowledge of the Self, like the sun, knowledge reveals the Supreme (Brahman).","..5.16.. But for those whose ignorance is destroyed by self-knowledge, that knowledge, like the sun, illuminates God."
"5.17 Their intellect absorbed in That, their self being That, established in That, with That for their supreme goal, they go whence there is no return, their sins dispelled by knowledge.","..5.17.. Those whose intelligence is situated in Him (God), whose mind is transformed, who have faith in Him, whose ultimate goal is He (Brahm), through knowledge the sinless persons attain non-rebirth, i.e. they are not reborn. ."
"5.18 Sages look with an eal eye on a Brahmana endowed with learning and humility, on a cow, on an elephant, and even on a dog and an outcaste.","..5.18.. (Such are those) who see the same principle in the learned Brahmins endowed with knowledge and modesty, and also in the cows, elephants, dogs and Chandalas."
5.19 Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman.,"..5.19.. Those whose mind is situated in equanimity, this chapter is conquered by them; Because Brahma is innocent and equal, hence they are situated in Brahma only."
"5.20 Resting in Brahman, with steady intellect and undeluded, the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant.","..5.20.. The man with stable intellect, who is free from illusion and is situated in Brahman, does not become happy after getting what he likes and does not get disturbed after getting what is unpleasant."
5.21 With the self unattached to external contacts he finds happiness in the Self; with the self engaged in    the meditation of Brahman he attains to the endless happiness.,5.21. A man whose conscience is free from attachment to external things attains happiness in the soul itself;  A man whose mind is absorbed in the meditation of Brahma attains eternal happiness.
"5.22 The enjoyments that are born of contacts are only generators of pain, for they have a beginning and an end, O Arjuna; the wise man does not rejoice in them.","..5.22.. O Kaunteya, the pleasures that arise from the combination (of senses and objects) are the cause of sorrow, because they have a beginning and an end. An intelligent man does not enjoy them."
"5.23 He who is able, while still here (in this world) to withstand, before the liberation from the body, the impulse born out of desire and anger  he is a Yogi, he is a happy man.","..5.23.. The man who is capable of bearing the passions arising out of lust and anger even before leaving his body in this world, is a yogi and a happy man."
"5.24 He who is happy within, who rejoices within, and who is illuminated within, that Yogi attains absolute freedom or Moksha, himself becoming Brahman.","..5.24.. The person who has happiness in the inner soul, rest in the soul and knowledge in the soul, becomes a Yogi Brahma and attains Brahmanirvana i.e. ultimate salvation."
"5.25 The sages (Rishis) obtain absolute freedom or Moksha  they whose sins have been destroyed, whose dualities (perception of dualities or experience of the pairs of opposites) are torn asunder, who are self-controlled, and intent on the welfare of all beings.","..5.25.. Those sages attain salvation - those whose sins have been destroyed, who have no doubt, are self-controlled and are happy only in the welfare of the world."
"5.26 Absolute freedom (or Brahmic bliss) exists on all sides for those self-controlled ascetics who are free from desire and anger, who have controlled their thoughts and who have realised the Self.","..5.26.. Moksha (or Brahmananda) is present everywhere for the yetis who are free from lust and anger, have balanced mind and know the soul."
"5.27 Shutting out (all) external contacts and fixing the gaze between the eyrow, ealising the outgoing and incoming breaths moving within the nostrils.","..5.27.. Keeping external objects outside, placing the vision of the eyes in the middle of the eyebrows and equalizing the prana and apanavayu circulating in the nostrils."
"5.28 With the senses, the mind and the intellect (ever) controlled, having liberation as his supreme goal, free from desire, fear and anger  the sage is verily liberated for ever.","..5.28.. The man whose senses, mind and intellect are controlled, such a sage devoted to salvation, who is free from desire, fear and anger, is always free."
"5.29 He who knows Me as the enjoyer of sacrifices and austerities, the great Lord of all the worlds and the friend of all beings, attains to peace.","..5.29.. (Sadhak Devotee) One attains peace by knowing that I am the enjoyer of Yagya and penance, the great God of all the worlds and the friend of every living being."
6.1 The Blessed Lord said  He who performs his bounden duty without depending on the fruits of his actions  he is a Sannyasi and a Yogi; not he who is without fire and without action.,"6.1. Sri Bhagavan said - The man who performs his duties without being dependent on the results of his actions, is a Sanyasi and a Yogi, and not the one who has renounced only fire and activities."
"6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts.","6.2. Hey Pandava! What is called (scripturally) renunciation, you should consider it as yoga; Because no man is a yogi who does not give up his resolutions."
"6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means.","6.3. For a sage who wishes to become established in Yoga, doing work is said to be the means and for the same person after becoming established in Yoga, Sham (peace, resolution and renunciation) is said to be the means."
"6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga.","..6.4.. When (the seeker) is neither attached to the objects of the senses nor to the actions, then the sannyasi of all resolutions is called Yogarudha."
"6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself.",6.5. Man must save himself by himself and not degrade himself; Because the soul itself is the soul's friend and the soul (man himself) is the soul's (own) enemy.
"6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe.","..6.6.. One who has conquered the soul (senses, etc.) through the soul, the soul is his friend, but for the Ajitendriya, the soul is like an enemy."
"6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour.","6.7. For such a Jitatma Purusha who remains calm in cold-heat, happiness-sorrow and honor-insult, God is situated in the right way, that is, present in the form of self."
"6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi).","6.8. The Yogi who is satisfied with knowledge and science, who is free from vices (Kutastha) and has good senses, who is equal to mud, stone and pebbles, is called one who is united (with God)."
"6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels.","6.9. The man who is kind-hearted, friend, enemy, indifferent, mediator, hater and has equal feelings among his relatives, righteous souls and sinners, is the best."
"6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness.","6.10. A yogi who has controlled his body and mind should remain alone in a secluded place, free from hopes and attachments, and should constantly stabilize his mind in the soul."
"6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other.","6.11. In a pure land, you have kept kush, mrigashala and clothes on it, by making your seat stable neither too high nor too low….॥॥."
"6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self.","6.12. There (sitting in the asana), concentrate the mind and practice yoga for self-purification by controlling the activities of the mind and senses."
"6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around.","6.13. Keeping the body, head and neck equal and immovable, standing still and looking at the tip of one's nose and not looking at other directions."
"6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal.","..6.14.. (The seeker) should sit with a peaceful conscience, fearlessness and established in the vow of celibacy, controlling the mind and concentrating the mind on me, considering me as the ultimate goal."
"6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation.","6.15. In this way, the yogi with a controlled mind, always trying to stabilize the mind, attains peace in the form of ultimate nirvana (salvation) situated in me."
"6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna.","..6.16.. But, O Arjun! This yoga is not possible for a man who eats too much or does not eat at all and who sleeps a lot or is always awake."
"6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness.","6.17. Yoga is the destroyer of sorrows for that person who has proper diet and exercise, makes the right efforts and has limited sleep and wakefulness."
"6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'.","..6.18.. The period when the controlled mind becomes established in its own form and becomes free from all objects, at that time he is called a Yogi."
"6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self).","..6.19.. Just as the flame of a lamp situated in a place of vibrationless air becomes free from desires, a similar analogy has been given to the mind of a yogi with yatchitta while practicing yoga."
"6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self.","..6.20.. By practicing Yoga, the restrained mind becomes free and the state in which one becomes satisfied with oneself by looking at oneself."
"6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality.","..6.21.. The state in which he experiences the happiness which is ultimate, supersensuous and buddhigraham and in the happiness in which he is situated, this meditative yogi never gets distracted from the element again."
"6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow.","6.22. On attaining the benefit, he cannot accept any other benefit greater than that and when he is established in it, he is not disturbed even by great sorrow."
"6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind.","..6.23.. There is separation from the combination of sorrow, that should be known by the name 'Yoga'. (The yoga which is the goal of Dhyanayoga) should be practiced with determination and without getting tired."
6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.,"..6.24.. By completely renouncing all the desires arising from the resolution, by properly controlling the senses from all sides through the mind."
"6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything.",..6.25.. Gradually (Yogi) may attain Uparamta (peace) through a patient intellect;  Keep the mind situated in the soul and then do not think about anything else.
"6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone.","..6.26.. Control this fickle and unstable mind due to the reasons due to which it wanders (about subjects), bring it under the control of the soul itself, that is, make it stable in the soul."
"6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin.","..6.27.. One whose mind is peaceful, who is sinless (Akalmasham) and whose Rajoguna (Viksepa) has been calmed, such a Yogi who is in the form of Brahma, attains supreme happiness."
"6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal).","..6.28.. In this way, a sinless yogi who always practices the yoga of fixing the mind in the soul happily attains the ultimate happiness of contact with Brahma."
6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.,..6.29.. A yogi who has a yogic heart and is omniscient sees the soul in all beings and only the ghosts in the soul.
"6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.","..6.30.. For the man who sees Me everywhere and sees everyone in Me, I am not destroyed (that is, for him I do not go away) and he is not separated from Me."
"6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.","..6.31.. The man who worships me, situated in the feeling of oneness, who is present in all the beings, is a yogi who remains situated in me, acting (living) in every way."
"6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.","..6.32.. Hey Arjun! The man who sees everything as equal to himself, be it happiness or sorrow, is considered the ultimate yogi."
"6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).","..6.33.. Arjun said – O Madhusudan! This Samya Yoga which you said, I do not see its permanent state because of the fickleness of the mind."
"6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.",..6.34.. Because O Krishna! This mind is of fickle and restless nature and is strong and firm; I consider it to be as difficult as air to control it.
"6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.","..6.35.. Shri Bhagavan says – O beloved ones! Undoubtedly the mind is fickle and difficult to control; But, O son of Kunti! It can be controlled through practice and renunciation."
"6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.","..6.36.. It is difficult for a man with an uncontrollable mind to attain Yoga, but it is possible for a man with an independent mind to attain Yoga through some means, this is my opinion."
"6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?","..6.37.. Arjun said – O Krishna! What speed does such a man with incomplete efforts (Ayati) whose mind has become active through Yoga, achieve without attaining the success of Yoga?"
Swami Sivananda did not comment on this sloka,"..6.38.. Oh dear ones! Doesn't that man, deluded and without shelter in the path of Brahma, get corrupted from both sides like a scattered cloud and gets destroyed?"
"6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.",..6.39.. Hey Krishna! You are the only one capable of completely resolving this doubt of mine; Because it is not possible to find anyone other than you who can pierce this doubt.
"6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.",..6.40.. Lord Shri said - O Partha! That man is destroyed neither in this world nor in the next world; Oh father! No one who does any good deed gets into trouble.
"6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.","..6.41.. A person who has lost his yoga after reaching the worlds of virtuous people, resides there for a long time and takes birth in the house of rich people with pure conduct."
6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,"..6.42.. Or, (the seeker) is born in a family of knowledgeable yogis, but this type of birth is undoubtedly very rare in this world."
"6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna.","..6.43.. Hey Kurunandan! That person, being enriched with the knowledge acquired there in the previous body, makes even more efforts for the attainment of Yoga."
6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.,..6.44.. Because of that rehearsal he gets attracted towards Avash Hua Yoga. Only the one who is curious about Yoga transcends Shabda-Brahma.
"6.45 But the Yogi who strives with assiduity, purified of sins and perfected gradually through many births, reaches the highest goal.",..6.45.. But a Yogi who practices diligently and gets purified from all sins and becomes perfect through many births (Shanai: Shanai:) then attains the supreme state.
"6.46 The Yogi is thought to be superior to the ascetics and even superior to men of knowledge (obtained through the study of scriptures); he is also superior to men of action; therefore be thou a Yogi, O Arjuna.","..6.46.. Because a Yogi is superior to the ascetics and is considered superior to those who have knowledge (only of the scriptures) and is superior to those who do good deeds, therefore O Arjun, become a Yogi."
"6.47 And among all the Yogis he who, full of faith and with his inner self merged in Me, worships Me is deemed by Me to be the most devout.","..6.47.. Among all the yogis, any devout yogi who worships me with his inner soul united in me (i.e. with a sense of unity) is considered the most adept (best) by me."
"7.1 The Blessed Lord said  O Arjuna, hear how you shall without doubt know Me fully, with the mind intent on Me, practising Yoga and taking refuge in Me.","..7.1.. Hey Parth! Listen to me, with your mind unattached to me and by practicing yoga while being dependent on alcohol, how you will know me completely, without any doubt."
"7.2 I shall declare to thee in full this knowledge combined with realisation, after knowing which nothing more here remains to be known.","7.2. I will tell you this knowledge along with science in full form, knowing which nothing else is left worth knowing here (in the world)."
