Original,Translated
"4.28 Others again offer wealth, austerity and Yoga as sacrifice, while the ascetics of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","4.28. Some are mass - conscious, तपei - conscious and yoga - conscious; others are hard - fasting yoga - conscious and knowledge - conscious."
"4.29 Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.","4.29. Others ( Yogis) inhabit the breath of life in the breath of breath, and in the breath of life in the breath of breath, and by stopping the movement of life and breath, they perceive life as being in the same direction."
"4.30 Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose sins are destroyed by sacrifice.","4. 30. The other regular - feeding souls are burned in the souls. They are all those who know the sacrifice, whose sins have been destroyed by the sacrifice."
"4.31 Those who eat the remnants of the sacrifice, which are like nectar, go to the eternal Brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?","4. 31 - LRB - Dear Kurukshreshtha - RRB -, the man who receives the residual nectar of the sacrifice comes to the eternal Brahman. The man who does not receive the sacrifice does not get this world, so how does the world get?"
"4.32 Thus, manifold sacrifices are spread out before Brahman (literally) at the mouth or face of Brahman). Know them all as born of action and thus knowing, thou shalt be liberated.","There are many such sacrifices in the mouth of Brahman, in the Vedas. Know them all as a result of works, and you will be free to know."
Swami Sivananda did not comment on this sloka,"4. 3 3. O Parantapa, the knowledgeist is superior to the sacrifice of matter. O Parth, all all works end in knowledge, that is to say, knowledge is their supremacy."
"4.34 Know That by long prostration, by estion and by service; the wise who have realised the Truth will instruct thee in (that) knowledge.","Know him (knowledge) by observing, questioning and serving (beside the Guru); these principled wise men will preach to you knowledge."
"4.35 Knowing ï1thatï1 thou shalt not, O Arjuna, again get deluded like this; and by that thou shalt see all beings in thy Self and also in Me.","4. 35 You will not find such love again in knowing Him, and by Him, O Pandavas, you will see all the devils in your self and in me."
"4.36 Even if thou art the most sinful of all sinners, yet thou shalt verily cross all sins by the raft of knowledge.","If you are more sinful than all sinners, you will surely inherit all sins by the vessel of knowledge."
"4.37 As the blazing fire reduces fuel to ashes, O Arjuna, so does the fire of knowledge reduce all actions to ashes.","As the burning fire consumes the enlightenment, so, O Arjuna, the fire of knowledge consumes all works."
"4.38 Verily, there is no purifier in this world like knowledge. He who is perfected in Yoga finds it in the Self in time.","There is, of course, nothing in this world as holy as knowledge. It is the soul itself that receives it in the Yoga in the (appropriate) time."
"4.39 The man who is full of faith, who is devoted to it, and who has subdued the senses obtains (this) knowledge; and having obtained the knowledge he attains at once to the supreme peace.","4.39. The faithful, the ready and the sensed man receives knowledge. By receiving knowledge, he soon receives the supreme peace."
"4.40 The ignorant the faithless, the doubting self goes to destruction; there is neither this world nor the other, nor happiness for the doubting.","4. 40. The ignorant and faithless and suspicious man perishes, for the suspicious man (of them) this is neither a world nor a heaven nor happiness."
"4.41 He who has renounced actions by Yoga, whose doubts are rent asunder by knowledge, and who is self-possessed  actions do not bind him, O Arjuna.","4. 41. Whoever has set up the works by Yoga, by knowledge whose doubts have been destroyed, does not bind such a selfish man, O Dhananjay! the works."
"4.42 Therefore with the sword of the knowledge (of the Self) cut asunder the doubt of the self born of ignorance, residing in thy heart, and take refuge in Yoga. Arise, O Arjuna.","Therefore, O India, take up the refuge of Yoga and cut off the self - suspicion arising from the ignorance in your heart."
"5.1 Arjuna said  Renunciation of actions, O Krishna, Thou praisest, and again Yoga. Tell me conclusively that which is the better of the two.","Arjun said, Krishna, you praise the practice of karmas and then the Yoga. Tell me of one of these which is surely worthy of credit."
"5.2 The Blessed Lord said  Renunciation and the Yoga of action both lead to the highest bliss; but of the two, the Yoga of action is superior to the renunciation of action.",5. 2. Shri Bhagwan said - Karma Sansanna and Karma Yoga are both supremely beneficial; but in both of them Karma Sansanna is better than Karma Yoga.
"5.3 He should be known as a perpertual Sannyasi who neither hates nor desires; for, free from the pairs of opposites, O mighty-armed Arjuna, he is easily set free from bondage.","5. 3. The man who hates no one or desires no one is always to be understood as a Sanyasi; for, O Mahabharata, the man who is free from conflicts is easily freed from bondage."
"5.4 Children, not the wise, speak of knowledge and the Yoga of action or the performance of action as though they are distinct and different; he who is truly established in one obtains the fruits of both.","5. 4. The child, the child - mind, considers Sanshya (Sanshya) and Yoga to be different; the man, who is properly situated in any one of them, receives the fruit of both."
"5.5 That place which is reached by the Sankhyas or the Jnanis is reached by the Yogis (Karma Yogis). He sees, who sees knowledge and the performance of action (Karma Yoga) as one.","5. 5 The place which is taken by the wise also reaches the place of the Karma Yogi. Therefore, whoever sees Samkhya and Yoga as one, he sees (in fact)."
"5.6 But renunciation, O mighty-armed Arjuna, is hard to attain without Yoga; the Yoga-harmonised sage ickly goes to Brahman.","But, O Mahabharata, without Yoga it is difficult to attain Sanshya; the mindful soul with Yoga is soon attainable to the Divine."
"5.7 He who is devoted to the path of action, whose mind is ite pure, who has conered the self, who has subdued his senses and who realises his Self as the Self in all beings, though acting, is not tainted.","5. 7. The Purusha, who is a Yoga, a pure embodiment, under the yoke of the body, experiencing unity with the spirit in the senses and in the flesh, is not bound by them in action."
"5.8 ""I do nothing at all,"" thus would the harmonised knower of Truth think  seeing, hearing, touching, smelling, eating, going, sleeping, breathing.","5. 8. The man with the principle will think (i. e. know) that ""I do nothing but act"" by seeing, hearing, touching, suffocating, eating, walking, sleeping, breathing."
"5.9 Speaking, letting go, seizing, opening and closing the eyes  convinced that the senses move among the sense-objects.","He who speaks, gives up, receives and opens and closes his eyes (he) knows for certain that all the senses are circulating in their own subjects."
"5.10 He who does actions, offering them to Brahman, and abandoning attachment, is not tainted by sin, just as a lotus-leaf is not tainted by water.",5. 10. The man who dedicates all his works to Brahman and renounces attachment does not sin like the leaves of the lotus.
"5.11 Yogis, having abandoned attachment, perform actions only by the body, mind, intellect, and even by the senses, for the purification of the self.","Yogis, by renunciation of attachment by the body, mind, intelligence and senses, work for self - purification."
"5.12 The united one (the well poised or the harmonised) having abandoned the fruit of action attains to the eternal peace: the non-united only (the unsteady or the unbalanced) impelled by desire, attached to the fruit, is bound.",5.1.2. The possessed man gets the supreme peace by abandoning the fruit; and the un possessed man is consumed by the desire embedded in the fruit.
"5.13 Mentally renouncing all actions and self-controlled, the embodied one rests happily in the nine-gated city, neither acting nor causing others (body and senses) to act.","5. 1. 3. By concentrating all his activities in the mind, the harmonious man does not work nor do them, living happily in the city of body form with a new entrance."
"5.14 Neither agency nor actions does the Lord create for the world, nor union with the fruits of actions. But it is Nature that acts.","5. 1. 4 The Lord (God) does not create the combination of charity, work and fruit for the people only. But nature does (all)"
"5.15 The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance, thery beings are deluded.","The Lord God accepts neither the sin nor the good deeds of any one; knowledge is covered by ignorance, and all beings are enchanted by it."
"5.16 But to those whose ignorance is destroyed by the knowledge of the Self, like the sun, knowledge reveals the Supreme (Brahman).","But for those whose ignorance is destroyed by self - knowledge, it reveals the Spirit, like the sun."
"5.17 Their intellect absorbed in That, their self being That, established in That, with That for their supreme goal, they go whence there is no return, their sins dispelled by knowledge.","5.17. Those whose intellect is in that (the spirit), whose mind is adapted, whose devotion is in that (the Brahman), whose ultimate aim is, through knowledge, the sinless souls are brought to perdition, i. e. they are not reborn."
"5.18 Sages look with an eal eye on a Brahmana endowed with learning and humility, on a cow, on an elephant, and even on a dog and an outcaste.","5. 18. (They) see the same principle in the Brahmins of knowledge and wisdom, as in the cows, the elephants, the fowls and the panda."
5.19 Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman.,"5.19. Those whose minds are in equality are conquered by this circle; for Brahman is innocent and equal, therefore they are in Brahman."
"5.20 Resting in Brahman, with steady intellect and undeluded, the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant.","5.20. Whoever is in the static, unmoved Brahman, the Purusha Brahman, does not rejoice by receiving the beloved thing and does not exult by finding the unpleasant."
5.21 With the self unattached to external contacts he finds happiness in the Self; with the self engaged in    the meditation of Brahman he attains to the endless happiness.,5.21. A man who has no attachment to external matters finds happiness only in the soul; a man who has a mind enclosed in the mind of Brahman finds eternal happiness.
"5.22 The enjoyments that are born of contacts are only generators of pain, for they have a beginning and an end, O Arjuna; the wise man does not rejoice in them.","The enjoyments that arise from the coincidence of the senses and subjects are for the sake of evil, for they are the first and the last. The wise man is not among them."
"5.23 He who is able, while still here (in this world) to withstand, before the liberation from the body, the impulse born out of desire and anger  he is a Yogi, he is a happy man.",The man who is able to withstand the velocity generated by work and anger before giving up his body in this world is a yogi and a happy man.
"5.24 He who is happy within, who rejoices within, and who is illuminated within, that Yogi attains absolute freedom or Moksha, himself becoming Brahman.","Whoever is happy in the soul, resting in the soul and knowing in the soul, becomes a yogi in the form of the Brahman and receives the Brahman liberation, the supreme liberation."
"5.25 The sages (Rishis) obtain absolute freedom or Moksha  they whose sins have been destroyed, whose dualities (perception of dualities or experience of the pairs of opposites) are torn asunder, who are self-controlled, and intent on the welfare of all beings.","5.25. They are the sages who receive salvation - whose sins have been destroyed, who are in the interest of destruction, forgiveness and for the good of all beings."
"5.26 Absolute freedom (or Brahmic bliss) exists on all sides for those self-controlled ascetics who are free from desire and anger, who have controlled their thoughts and who have realised the Self.","5.26. Freedom (or Brahmananda) exists everywhere for those who are devoid of work and anger, restrained and aware of the soul."
"5.27 Shutting out (all) external contacts and fixing the gaze between the eyrow, ealising the outgoing and incoming breaths moving within the nostrils.","5.27. By keeping out the external matters and placing the sight of the eyes in the midst of the beetle and equating the life circulating in the nose and the breathing air,"
"5.28 With the senses, the mind and the intellect (ever) controlled, having liberation as his supreme goal, free from desire, fear and anger  the sage is verily liberated for ever.","5.28. A liberated saint whose senses, mind and intellect are concentrated is free from desire, fear and anger."
"5.29 He who knows Me as the enjoyer of sacrifices and austerities, the great Lord of all the worlds and the friend of all beings, attains to peace.",5.29. I get peace by knowing Yajna and the devotee of तपs and the great God of all the peoples and the friend of all the devils.
6.1 The Blessed Lord said  He who performs his bounden duty without depending on the fruits of his actions  he is a Sannyasi and a Yogi; not he who is without fire and without action.,"Shri Bhagwan said - A man who does duty without relying on the fruit of his deeds is a Sanyasi and a yogi, not one who has renounced only fire and activities."
"6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts.","6. 2 O Pandavas! Whosoever is called Sanyasi, you should think of him as Yoga; for there is no soul Yogi who does not give up his wills."
"6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means.","6. 3. 2. For the monk who wishes to join the Yoga, it is said to be a means of doing only, and for the same man who joins the Yoga, it is said to be a means of Shanti."
"6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga.","6.4. When the saint is neither addicted to the matters of the senses nor to the works, the saint of all wills is called Yoghur."
"6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself.",Man should save himself by himself and not fall; for the soul is the friend of the soul and the soul (man himself) is the enemy of the soul.
"6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe.","Whoever has conquered the soul ( Indras, Adis) by the soul, the soul of the man is his friend, but for the senseless the soul is like the enemy."
"6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour.","6. 7. The peace that exists in the cold, the hot, the happy, the miserable and the humble, as the Spirit is to the soul sufficiently situated, i. e., self - existent."
"6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi).","The yogi who is satisfied with knowledge and science, who is unimpaired and senseless, who is like clay, stone and earth, is called possessed."
"6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels.","The man who is good, friend, enemy, sad, mediator, hater and enemy, and equal in spirits and sinners, is superior."
"6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness.","6.10. The Yogi, who restrains the body and mind, stays alone in a lonely place, frees himself from hope and prejudice and keeps the mind constant in the spirit."
"6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other.","6. 11. 12. In a clean (clean) land, the Kusha, the Mrigasala and the garments on it shall be laid, such that the seat shall be fixed neither too high nor too low...."
"6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self.","There (seated) concentrate the mind, practice yoga for the self - purification imposed on the functions of the conscious and the senses."
"6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around.","The eye, holding the head and the cervix equal and constant, fixed, seeing the forehead of his nose and not looking in other directions."
"6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal.","6.14. I should sit in a place of peaceful innerness, fearlessness and brahmo - charity, calm my mind, place the psyche in me, and see myself as the ultimate goal."
"6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation.","6.15. In this way, the Yogi of the tempered mind, always striving to stabilise the mind, finds peace in the form of the supreme liberation in me."
"6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna.","But, Arjuna, this Yoga is not possible for a man who eats too much or does not eat at all, and who sleeps too much or is always awake."
"6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness.","6.17. Yoga is a two - wise remedy for a man who is full of food and devotion, striving as he can, and resting and awakening within the limits."
"6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'.","At a time when the enforced psyche ceases to exist in its own form and becomes untouchable of all things, it is called Yogi."
"6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self).","As the lamp - rod in the place of the air without vibration becomes unconscious, the same parable is said of the chitta of the yogi who is orphaned while practicing yoga."
"6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self.","6.20. The consumption of yoga leads to a state of calming and calming, and to a state of self - satisfaction when one sees oneself."
"6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality.","The happiness which is finite, intuitive and wise, the happiness which the meditator experiences and in which it is situated, never again deviates from the element."
"6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow.","6.22. There is no more profit for him than that which he receives, and he is not distracted by the great adversity in which he stands."
"6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind.","6.23. There is a misunderstanding about the coincidence of the two, which should be known as the Yoga. (The Yoga which is the object of the meditation Yoga) The practitioner should practise it with determination without hesitation."
6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.,6. 2 4. 2. By abandoning all desires arising from the will and subjecting the sense community from all sides by the mind. 6. 2 4. 2.
"6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything.",Shani: Shani: May the patient intellect (the righteous) attain peace; do not think anything else by placing the mind in the spirit.
"6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone.","This shaky and unstable mind should be tempered by the causes of its movement and put under the control of the Self, i. e. in the Self."
"6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin.","Whose mind is contented, who is sinless (Akalmishm) and whose joyfulness (Abstract) is calm, such a yogi who becomes a Brahman has the best happiness."
"6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal).","Thus, the sinless yogi, who practices the Yoga of constant attachment of the mind to the spirit, enjoys the supreme joy of the Brahma contact."
6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.,"6.29. The Yogi, who has a yogic inner being and is all - visible, sees the soul in all the devils and all the devils in the soul."
"6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.","For him who sees me everywhere and sees all in me, I am not lost (i. e. I am not far off) and he is not separated from me."
"6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.","He who stands in the oneness of the soul, standing in all the spirits, praises me, he who is the Yogi in all forms, standing in me."
"6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.","He who sees all things equal to himself, whether it be happiness or adversity, is regarded as the Supreme Yogi."
"6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).","Arjun said, ""Honey, this harmonious Yoga, which you said, I do not see its lasting state because of the shaking of the mind."
"6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.","Because, O Krishna, this mind is chaotic and stubborn in nature and strong and firm; I consider it to be too hard to grasp, like the air."
"6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.","Sri Bhagwan says, ""O Mahabharata, the mind is undoubtedly subject to agitation and hardship; but, O Kuntiputra, it can be subjected by practice and love."""
"6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.","It is difficult to attain Yoga by a man of unconstrained mind, but it is possible to attain Yoga by means of a man of an independent mind, I believe."
"6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?","Arjun said, ""O Krishna, whose mind has been driven by Yoga, what is the movement of such an unfinished effort - LRB - destiny - RRB - of such a devout man who does not achieve the perfection of Yoga?"
Swami Sivananda did not comment on this sloka,"Is he not corrupted and destroyed on both sides in the way of Brahman, like a scattered cloud?"
"6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.","You, Krishna, are the only one who is capable of cutting off my suspicion completely; for there is no one else besides you who can cut off this suspicion."
"6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.","6.40 Sri Bhagwan said, ""O Parth, that man is destroyed neither in this world nor in the Hereafter; no good worker gets evil."""
"6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.","6.41. The wrong man is born in the house of the purely conducted lord (rich) men, having received the lands of the virtuous and lived there for a long time."
6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,"6.42. Or, (the teacher) births in the tribe of knowledgeable yogis, but such a birth is undoubtedly very rare in this world."
"6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna.","6.43. He, Kurundandan, makes even greater efforts to achieve the Yoga of Self - Perfection by acquiring the knowledge that he has acquired there in the former body."
6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.,"6. 44. Because of the same practice, he is drawn to the Yoga of Self - Perfection. He who is merely an enlightened man of Yoga transcends the word Brahman."
"6.45 But the Yogi who strives with assiduity, purified of sins and perfected gradually through many births, reaches the highest goal.","But a yogi who practices diligently and is cleansed from all sins and is proved by many births, then he gets the supreme speed."
"6.46 The Yogi is thought to be superior to the ascetics and even superior to men of knowledge (obtained through the study of scriptures); he is also superior to men of action; therefore be thou a Yogi, O Arjuna.","Since the Yogi is superior to the Assams and is considered superior to those who possess knowledge (only in science) and the Yogi is superior to those who practise, be Yogi, O Arjuna."
"6.47 And among all the Yogis he who, full of faith and with his inner self merged in Me, worships Me is deemed by Me to be the most devout.",6. 47. Every devout yogi among all yogis who praises me with the spirit of unity in me is the most appreciative of me.
"7.1 The Blessed Lord said  O Arjuna, hear how you shall without doubt know Me fully, with the mind intent on Me, practising Yoga and taking refuge in Me.","Hear, O Parth, as you know me wholeheartedly, without any doubt, as I practise Yoga in a state of disability and exhaustion."
"7.2 I shall declare to thee in full this knowledge combined with realisation, after knowing which nothing more here remains to be known.","7. 2. I will tell you of this knowledge, including science, which there is no more to know here (in the world)."
"7.3 Among thousands of men, one perchance strives for perfection; even among those successful strivers, only one perchance knows Me in essence.","There is no man among the thousands who strive for perfection, and no man among the striving sages knows me in substance."
"7.4 Earth, water, fire, air, ether, mind, intellect and egoism  thus is My Nature divided eightfold.","The earth, the water, the fire, the air and the sky and the mind, the intellect and the ego - this is my nature divided into eight types."
"7.5 This is the inferior Prakriti, O mighty-armed (Arjuna); know thou as different from it My higher Prakriti (Nature), the very life-element, by which this world is upheld.","7. 5 < s > O Mahabharata! This is the Upra Nature. Know the Para - Nature of My Life, other than this, from which this world is taken."
7.6 Know that these two (Natures) are the womb of all beings. So I am the source and dissolution of the whole universe.,Know that the homogeneous ghosts originate from these two natures. I am the origin and place of the whole world.
"7.7 There is nothing whatsoever higher than Me, O Arjuna. All this is strung on Me, as clusters of gems on a string.",7. 7. < s > O Dhanjay! There is no other thing better than me. It has been poured into me in the whole world like a monk.
"7.8 I am the sapidity in water, O Arjuna; I am the light in the moon and the sun; I am the syllable Om in all the Vedas, sound in ether and virility in men.","I am in the water, I am in the moon, I am in the sun, I am in all the Vedas, I am in the heavens, I am in the word, and I am in the men."
"7.9 I am the sweet fragrance in the earth and the brilliance in the fire, the life in all beings, and I am the austerity in ascetics.",7. 9. I am holy in the earth and strong in the fire; I am life in all the devils and in the ascetics I am ascetic.
"7.10 Know Me, O Arjuna, as the eternal seed of all beings; I am the intelligence of the intelligent; the splendour of the splendid objects am I.","7. 10. < s > O Parth, know me alone, the eternal seed of all the devils; I am the intelligence of the wise and the power of the bright."
"7.11 Of the strong, I am the strength devoid of desire and attachment, and in (all) beings, I am the desire unopposed to Dharma, O Arjuna.","O Bharat Shrestha, I am the desire of the mighty and the power without attachment, and in all the devils I am the opposite of religion, i. e. the righteous work."
"7.12 Whatever beings (and objects) that are pure, active and inert, know that they proceed from Me. They are in Me, yet I am not in them.","Know all the essential (pure), dynamic (active) and tactical feelings that you are born of me; yet I am not among them, they are in me."
7.13 Deluded by these Natures (states or things) composed of the three alities of Nature all this world does not know Me as distinct from them and immutable.,I do not know the non - expendable form beyond these feelings (disorders) generated by the three virtues.
"7.14 Verily, this divine illusion of Mine, made up of the (three) alities (of Nature) is difficult to cross over; those who take refuge in Me alone, cross over this illusion.",This divine three - fold My Maya is a great double. But those who come to My shelter pass through this Maya.
7.15 The evil-doers and the deluded who are the lowest of men do not seek Me; they whose knowledge is destroyed by illusion follow the ways of demons.,"7.15. The evildoers, the foolish, the male men do not shout to me; those who have been deceived by illusion retain the feeling of aसुर."
"7.16 Four kinds of virtuous men worship Me, O Arjuna, and they are the distressed, the seekr of knowledge, the seekr of wealth and the wise, O lord of the Bharatas.","“O Bharat Shrestha Arjuna! Four kinds of good - doing people (Saturitans) praise me: the Aryans, the Scientists, the Puritans and the Wise. ”"
"7.17 Of them the wise, ever steadfast and devoted to the One, excels (is the best); for I am exceedingly dear to the wise and he is dear to Me.","Among them, too, the most eternal and devout of all is the Wise, for I love him very much and he is my favourite."
"7.18 Noble indeed are all these; but I deem the wise man as My very Self; for, steadfast in mind he is established in Me alone as the supreme goal.","These are all excellent, however, but the wise is my very nature, as I believe, for the wise, the constant intelligence, is in good condition in me as the best movement."
"7.19 At the end of many births the wise man comes to Me, realising that all this is Vaasudeva (the innermost Self); such a great soul (Mahatma) is very hard to find.","7.19. At the end of many births (in one particular birth) I receive the knowledge that 'this is all Vasudeva', a knowledgeable devotee; such a Mahatma is very rare."
"7.20 Those whose wisdom has been rent away by this or that desire, go to other gods, following this or that rite, led by their own nature.","7.20. Such men, driven by their own nature and by the desire for special enjoyment, who have been denied knowledge, prostrate themselves to other gods in observance of special rules."
7.21 Whatsoever form any devotee desires to worship with faith  that (same) faith of his I make firm and unflinching.,"7.21. Whosoever is a devotee, whosoever desires to worship the form of a deity with faith, I shall establish his faith in the same deity."
"7.22 Endowed with that faith, he engages in the worship of that (form) and from it he obtains his desire, these being verily ordained by Me (alone).",He worships that deity with the devotion and receives from it the desired enjoyments which I have ordained.
"7.23 Verily the reward (fruit) that accrues to those men of small intelligence is finite. The worshippers of the gods go to them, but My devotees come to Me.",But the fruit of those little wise men is destructive. The gods of the gods come to the gods and my devotees come to me.
"7.24 The foolish think of Me, the Unmanifest, as having manifestation, knowing not My higher, immutable and most excellent nature.","The wise men do not know my supreme (best) supreme feeling, but regard me as manifest."
"7.25 I am not manifest to all (as I am) veiled by the Yoga-Maya. This deluded world does not know Me, the unborn and imperishable.","I am not visible to everyone in my Yoga. This enchanted people (mankind) does not know me as unborn, immortal."
"7.26 I know, O Arjuna, the beings of the past, the present and the future, but no one knows Me.","I know only the past and the present and the future, O Arjuna, but no man knows me."
"7.27 By the delusion of the pairs of opposites arising from desire and aversion, O Bharata, all beings are subject to delusion at birth, O Parantapa.",7. 27 - LRB - Heavenly India - RRB - Conflicts of will and hatred give rise to love only during the last evolutionary period.
"7.28 But those men of virtuous deeds whose sins have come to an end, and who are freed from the delusion of the pairs of opposites, worship Me, steadfast in their vows.","7.28. But the sins of the virtuous men who have been destroyed, those who are free from conflict and who are steadfast, exhort me."
"7.29 Those who strive for liberation from old age and death, taking refuge in Me, realise in full ï1thatï1 Brahman, the whole knowledge of the Self and all action.","Those who, by joining me, try to get rid of the roots and death know the Brahman, the whole spirituality and the whole action."
"7.30 Those who know Me with the Adhibhuta (pertaining to the elements), Adhidaiva (pertaining to the gods) and the Adhiyajna (pertaining to the sacrifice) know Me even at the time of death, steadfast in mind.","7.30. The men who know me, including the supreme and the supernatural and the superconscious, know me even in the last days."
Swami Sivananda did not comment on this sloka,"Arjuna said, 'O Purushaottam! What is Brahman, what is spirituality, and what is karma, and what is called the supernatural name, and what is called the supernatural name,"
"8.2 Who and how is Adhiyajna here in this body, O destroyer of Madhu (Krishna)? And how at the time of death, art Thou to be known by the self-controlled?","8. 2 And, honey, who is the Adjuster here? And how is he in this body? And how do you know at the end of the time by the men who are devoutly conscious?"
"8.3 The Blessed Lord said  Brahman is the Imperishable, the Supreme; Its essential nature is called Self-knowledge; the offering (to the gods) which causes existence and manifestation of beings and which also sustains them is called action.","8. 3. Sri Bhagwan said - The supreme literal (inanimate) element is Brahman; the nature (its own nature) is called spirituality; the devil 's emotions generated by the devil' s devil (knowledge, motive force) is known as karma."
"8.4 Adhibhuta (knowledge of the elements) pertains to My perishable Nature and the Purusha or the Soul is the Adhidaiva; I alone am the Adhiyajna here in this body, O best among the embodied (men).","8. 4 Arjuna, the best of the dwellers of the earth, the deity is supreme and the man supreme; in this body I am the supreme."
"8.5 And whosoever, leaving the body, goes forth remembering Me alone, at the time of death, he attains My Being: there is no doubt about this.","And there is no doubt that whosoever leaves the body, remembering Me only in the end, receives My form."
"8.6 Whosoever at the end leaves the body, thinking of any being, to that being only does he go, O son of Kunti (Arjuna), because of his constant thought of that being.","In the end, whatever emotions the soul renounces in remembrance, it always receives as a result of the thought of that emotion."
"8.7 Therefore at all times remember Me only and fight. With mind and intellect fixed (or absorbed) in Me, thou shalt doubtessly come to Me alone.","Therefore, remember Me continually all the time, and fight, minded and wise, and you shall surely be given to Me."
