Original,Translated
"3.34 Attachment and aversion for the objects of the senses abide in the senses; let none come under their sway; for, they are his foes.","3:34 Those who are wrathful to the matter of the Indigenous (i.e. every Indigenous) (in the minds) do not want man to be in their hands, for they are its enemies."
"3.35 Better is one's own duty, though devoid of merit than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear (is productive of danger).","3:35 And the righteous is the righteous, and the righteous is the righteous, and the righteous is the righteous, and the righteous is the righteous, and the righteous is the righteous."
"3.36 Arjuna said  But impelled by what does man commit sin, though against his wishes, O Varshneya (Krishna), constrained as it were, by force?","3:36 And Arjuna said, O worshippers! then this man, even though he was as unwanted as he was strongly bound, by whom is inspired and commits sin?"
"3.37 The Blessed Lord said  It is desire, it is anger both of the ality of Rajas, all-devouring, all-sinful; know this as the foe here (in this world).","37 And the Lord said, This is the work that was born in Rajogun, this is anger; this is the greatness (which is great) and the greatness, this is what you know here (in this world) the enemy."
"3.38 As fire is enveloped by smoke, as a mirror by dust, and as an embryo by the amnion, so is this enveloped by that.","3:38. as the smoke covers the mirror with fire and the dust, and as the fetus covers the uterus, so it (knowledge) is driven by it."
"3.39 O Arjuna, wisdom is enveloped by this constant enemy of the wise in the form of desire, which is unappeasable as fire.","3:39. like the fire which is difficult to satisfy, such a way, this point of wisdom is worn by the enemy."
"3.40 The senses, the mind and the intellect are said to be its seat; through these it deludes the embodied by veiling his wisdom.","3.40 The intelligences, the mind and the intelligence are called its place of residence; this work by them alone, by accumulating knowledge, attracts the body man."
"3.41 Therefore, O best of the Bharatas (Arjuna), controlling the senses first, do thou kill this sinful thing, the destroyer of knowledge and realisation.","Thus, o Arjuna, you first take the men in possession, and destroy this kind of sin, the destroyer of wisdom and science."
3.42 They say that the senses are superior (to the body); superior to the senses is the mind; superior to the mind is the intellect; one who is superior even to the intellect is He (the Self).,"3:42. (from the body) the best men are said; the mind is beyond the men and the wisdom is beyond the mind, and the one who is beyond the wisdom is the Spirit."
"3.43 Thus knowing Him Who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to coner.","Thus, knowing the Spirit beyond wisdom and possessing the Spirit through wisdom, O great, kill this wicked enemy."
4.1 The Blessed Lord said  I taught this imperishable Yoga to Vivasvan; he told it to Manu; Manu proclaimed it to Ikshvaku.,"4:1 And the Lord said, I said this undestructive yoga to Visswan (the god of the sun), and Visswan said to Manu, and Manu said to Isswan."
"4.2 This, handed down thus in regular succession, the royal sages knew. This Yoga, by long lapse of time, has been lost here, O Parantapa (burner of the foes).","4:2 Thus did the righteous know that this yoga was obtained from the tradition, (but) the yoga was destroyed here (in this people) from a long time."
"4.3 That same ancient Yoga has been today taught to thee by Me, for thou art My devotee and My friend; it is the supreme secret.","This is this ancient yoga that I have told you today, for you are my servants and friends; this is the best secret."
"4.4 Arjuna said  Later on was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou taughtest this Yoga in the beginning?","4 And Arjuna said, Your birth is up, that is, of the aftermath, and your birth is of the east, so how can I know that you have said before?"
"4.5 The Blessed Lord said  Many births of Mine have passed as well as of thine, O Arjuna; I know them all but thou knowest not, O Parantapa (scorcher of foes).","4:5 And the Lord said, ""O Arjuna, many of you and me have been born, but I know them all, and you do not know."""
"4.6 Though I am unborn, of imperishable nature, and though I am the Lord of all beings, yet, governing My own Nature, I am born by My own Maya.","4.6 Although I am an unthinkable and unthinkable shape, and I am the God of the wicked, I am born from my Maya by holding my nature under my possession."
"4.7 Whenever there is decline of righteousness, O Arjuna, and rise of unrighteousness, then I manifest Myself.","4.7 O India, when the loss of religion and injustice are increasing, then I reveal myself."
"4.8 For the protection of the good, for the destruction of the wicked and for the establishment of righteousness, I am born in every age.","4.8 For the protection of the sad men, for the destruction of the wicked, and for the establishment of religion, I am revealed in every age."
"4.9 He who thus know, in their true light, My divine birth and action, having abandoned the body, is not born again, he comes to Me, O Arjuna.","“O Arjuna, my birth and karma is divine, so the man who knows, he shouldn’t give up the body and receive birth again; he only receives me."
"4.10 Freed from attachment, fear and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained to My Being.","4.10.Rag fearless and angerless, many men who have been my shelter have received my swarup, sanctified by wisdom."
"4.11 In whatever way men approach Me even so do I reward them; My path do men tread in all ways, O Arjuna.","4:11 Those who eat me as they eat me, I also give grace to them; O Lord, all men, in all ways, follow my own path."
4.12 Those who long for success in action in this world sacrifice to the gods; because success is ickly attained by men through action.,[4:12] Here (in this people) they worship the gods who desire the fruit of the works; for in the people the fruit of the works is soon obtained.
4.13 The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author thereof know Me as non-doer and immutable.,"4:13 Though I am the servant of it, you know me unto the wicked and unthinable."
"4.14 Actions do not taint Me, nor have I a desire for the fruit of actions. He who knows Me thus is not bound by actions.",4:14 Karma does not lie me; I do not have spheres in karma; thus the one who knows me does not bind me by the works.
"4.15 Having known this, the ancient seekers after freedom also performed action; therefore do thou also perform action, as did the ancients in days of yore.",4:15 Thus was also done by the men of the east with knowledge; so do also the works that the ancestors have done forever.
"4.16 What is action? What is inaction? As to this even the wise are confused. Therefore I shall teach thee such action (the nature of action and inaction) by knowing which thou shalt be liberated from the evil (of Samsara, the wheel of birth and death).","4:16 What is karma, and what is unacrime, and the wise men are confused in this; so I will call you karma, whom you will be free from the unhappy, knowing."
"4.17 For verily (the true nature) of action (enjoined by the scriptures) should be known, also (that) 
of forbidden (or unlawful) action, and of inaction; hard to understand is the nature (path) of action.","4:17 He must know the form of the work, and he must know the form of the wicked; he must know the form of the wicked, and he must know the form of the wicked, for the speed of the work is intense."
"4.18 He who seeth inaction in action and action in inaction, he is wise among men; he is a Yogi and performer of all actions.","4:18 Whoever sees the man in the work and the work in the work, he is wise among men, he will do all the works."
"4.19 He whose undertakings are all devoid of desires and (selfish) purposes and whose actions have been burnt by the fire of knowledge,  him the wise call a sage.","4.19. whose all works are free of desire and determination, such the man with the works filled with fire in the form of knowledge is called the wise man."
"4.20 Having abandoned attachment to the fruits of the action, ever content, depending on nothing, he does not do anything though engaged in activity.","4:20 Whoever gives up the workforce, is satisfied and free of all shelters, he does nothing, even though he tends to work."
"4.21 Without hope and with the mind and the self controlled, having abandoned all covetousness, doing mere bodily action, he incurs no sin.","4.21 Whoever is hopeless and whoever has reduced the mind and the soul (the body), whoever has abandoned all things, such man does not receive sin even when he does physical works."
"4.22 Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound.",4:22 And the man who is satisfied with what he has achieved shall not be bound by the work of the man who is satisfied with what he has achieved; and the man who is not satisfied with what he has achieved shall not be bound by the work of the man who is not satisfied with what he has achieved; and the man who is not satisfied with what he has achieved shall not be bound by the work of the man who is not satisfied with what he has achieved.
"4.23 To one who is devoid of attchment, who is liberated, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole action is dissolved.","4.23 Whoever is powerless and free, whose mind is in knowledge, all the works of such man who acts for knowledge become linen."
4.24 Brahman is the oblation; Brahman is the melted butter (ghee); by Brahman is the oblation poured into the fire of Brahman; Brahman verily shall be reached by him who always sees Brahman in action.,4.24 The worship (i.e. the means of worship) is brahm and the worship is brahm; the worship of the worship of the worship of the worship of the worship of the worship of the worship of the worship of the worship of the worship of the worship of the worship.
4.25 Some Yogies perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of Brahman alone.,4.25 Some of the Yogians only do the prayer of the gods; and others (the knowledgeers) need the prayer by the prayer in the world.
4.26 Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses.,"4.26 Other (yogians) shrothradic all men need in the fire, and other (men) word subjects need in the fire."
4.27 Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the Yoga of self-restraint kindled by knowledge.,4.27 The other (yogians) need the works of all men and souls in the self-conciliation fire which is revealed by knowledge.
"4.28 Others again offer wealth, austerity and Yoga as sacrifice, while the ascetics of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","4:28 And some (the righteous) are the wise, the righteous, and the righteous; and others are the wise, and the righteous, the righteous."
"4.29 Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.","4.29 Others (yogians) need the atmosphere in the atmosphere, and give the atmosphere of the atmosphere in the soul, by stopping the speed of the atmosphere and of the atmosphere, they are the equivalent of the atmosphere."
"4.30 Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose sins are destroyed by sacrifice.","4:30 Those who eat regularly (the righteous genes) need souls in souls; they are all the knowledgeers, whose sins have been destroyed by knowledge."
"4.31 Those who eat the remnants of the sacrifice, which are like nectar, go to the eternal Brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?","4.31 O greatest! the men who eat the remaining immortal of the knowledge receive the sanathan brahma. the man without the knowledge does not even get this people, then how will the perlak get?"
"4.32 Thus, manifold sacrifices are spread out before Brahman (literally) at the mouth or face of Brahman). Know them all as born of action and thus knowing, thou shalt be liberated.","4.32 Such many kinds of knowledge are spread in the face of the universe, i.e. they are described; know them all from the works; thus knowing you will be free."
Swami Sivananda did not comment on this sloka,4:33 But the wise man is better than the wise man who is fulfilled by the fluids; the wise man is better than the wise man; the wise man is better than the wise man; the wise man is better than the wise man.
"4.34 Know That by long prostration, by estion and by service; the wise who have realised the Truth will instruct thee in (that) knowledge.","4:34 Know that (knowledge) by asking, asking, and serving; these wise and wise men will preach you the knowledge."
"4.35 Knowing ï1thatï1 thou shalt not, O Arjuna, again get deluded like this; and by that thou shalt see all beings in thy Self and also in Me.","4:35 Those whom you know will not regain the temptation, and Those whom you will see the temptation in your shape and in me."
"4.36 Even if thou art the most sinful of all sinners, yet thou shalt verily cross all sins by the raft of knowledge.","If you are more sinners than all the sinners, then by the boat of wisdom, you will surely be deceived of all the sins."
"4.37 As the blazing fire reduces fuel to ashes, O Arjuna, so does the fire of knowledge reduce all actions to ashes.","4:37 Just as the bright fire disappears, so, Arjuna, the wise fire disappears all the works."
"4.38 Verily, there is no purifier in this world like knowledge. He who is perfected in Yoga finds it in the Self in time.",4.38 There is in this people nothing that sanctifies as knowledge; the man who is famous in yoga himself receives him in the spirit in the (righteous) time.
"4.39 The man who is full of faith, who is devoted to it, and who has subdued the senses obtains (this) knowledge; and having obtained the knowledge he attains at once to the supreme peace.","4.39 A respectful, hopeful and wise man acquires knowledge; by acquiring knowledge he soon acquires ultimate peace."
"4.40 The ignorant the faithless, the doubting self goes to destruction; there is neither this world nor the other, nor happiness for the doubting.","4:40 Unknown and unhappy and suspicious men are destroyed, for the suspicious man there is no people, nor pleasure, nor pleasure."
"4.41 He who has renounced actions by Yoga, whose doubts are rent asunder by knowledge, and who is self-possessed  actions do not bind him, O Arjuna.","4.41 Whoever has sanctified the works by yoga, by wisdom whose assumptions have been destroyed, such self-winning man, o righteous man, does not binding the works."
"4.42 Therefore with the sword of the knowledge (of the Self) cut asunder the doubt of the self born of ignorance, residing in thy heart, and take refuge in Yoga. Arise, O Arjuna.","4.42. therefore, by cutting the self-subjective suspicion arising from ignorance in your heart from the crossing of knowledge, O India! stand up with the shelter of yoga."
"5.1 Arjuna said  Renunciation of actions, O Krishna, Thou praisest, and again Yoga. Tell me conclusively that which is the better of the two.","5:1 And Arjuna said, ""Khrish! you praise the sanctuations of the works, and then praise the yoga (the behavior of the work)."
"5.2 The Blessed Lord said  Renunciation and the Yoga of action both lead to the highest bliss; but of the two, the Yoga of action is superior to the renunciation of action.","5:2 And the Lord said, The work and the work are both the greatest, but the work is best among them than the work."
"5.3 He should be known as a perpertual Sannyasi who neither hates nor desires; for, free from the pairs of opposites, O mighty-armed Arjuna, he is easily set free from bondage.","5.3 Whoever man does not desire to anyone, nor desire to anyone, he is always sanny; for, oh great, man without the duties becomes freed by bonds."
"5.4 Children, not the wise, speak of knowledge and the Yoga of action or the performance of action as though they are distinct and different; he who is truly established in one obtains the fruits of both.","5.4 Children, i.e. children of childhood, understand statistics (sanyas) and yoga differently; even in one man who is situated in the same kind receives the fruit of both."
"5.5 That place which is reached by the Sankhyas or the Jnanis is reached by the Yogis (Karma Yogis). He sees, who sees knowledge and the performance of action (Karma Yoga) as one.","5.5 The place which is obtained by the knowledgeers, the same place reaches also the servants; so whoever sees the statistics and the yoga the same, he sees the same."
"5.6 But renunciation, O mighty-armed Arjuna, is hard to attain without Yoga; the Yoga-harmonised sage ickly goes to Brahman.","5.6 But, oh great, it is difficult to obtain sanity without yoga; the right-minded man will soon obtain God."
"5.7 He who is devoted to the path of action, whose mind is ite pure, who has conered the self, who has subdued his senses and who realises his Self as the Self in all beings, though acting, is not tainted.","5.7 The man who is worthy, purely enduring, who has made the body in possession, who has experienced unity with the spirit which is in the spirit and in the spirit, he would not be unto them even when he works."
"5.8 ""I do nothing at all,"" thus would the harmonised knower of Truth think  seeing, hearing, touching, smelling, eating, going, sleeping, breathing.","5.8 The man with theity will think (i.e. know) that “I do not only work” seeing, hearing, touching, smelling, eating, walking, sleeping, breathing."
"5.9 Speaking, letting go, seizing, opening and closing the eyes  convinced that the senses move among the sense-objects.","5.9 Speaking, giving up, receiving, and opening and closing the eyes, he knows with certainty that all men are discussing in their own subjects."
"5.10 He who does actions, offering them to Brahman, and abandoning attachment, is not tainted by sin, just as a lotus-leaf is not tainted by water.","5.10 Whoever man sacrifices all the works in the universe and gives up the asset, he shall not be liable of sin like the leaf of the man's camel."
"5.11 Yogis, having abandoned attachment, perform actions only by the body, mind, intellect, and even by the senses, for the purification of the self.","5.11 The Yogians, by the body, the mind, the intelligence and the senses, give up the asset and work for self purification."
"5.12 The united one (the well poised or the harmonised) having abandoned the fruit of action attains to the eternal peace: the non-united only (the unsteady or the unbalanced) impelled by desire, attached to the fruit, is bound.",5.12 The man who has carmaffle gets ultimate peace by giving up the carmaffle; and the man who has not carmaffle becomes bound by the desire that is inserted in the fruit.
"5.13 Mentally renouncing all actions and self-controlled, the embodied one rests happily in the nine-gated city, neither acting nor causing others (body and senses) to act.","5.13 Through the mind of all the works, the humble man with the body shape of the newborn does not work and does not work."
"5.14 Neither agency nor actions does the Lord create for the world, nor union with the fruits of actions. But it is Nature that acts.","5:14 For the people the Lord does not work, nor work, nor work, but Nature does."
"5.15 The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance, thery beings are deluded.","5:15 And the Lord God does not accept the sin of any man, nor the purity of any man; but the knowledge is covered by ignorance, and all the beings are worshipped by it."
"5.16 But to those whose ignorance is destroyed by the knowledge of the Self, like the sun, knowledge reveals the Supreme (Brahman).","5:16 But for those whose ignorance is destroyed by self-knowledge, He reveals for them the knowledge of the sun, the Spirit of God."
"5.17 Their intellect absorbed in That, their self being That, established in That, with That for their supreme goal, they go whence there is no return, their sins dispelled by knowledge.","5:17 Those whose wisdom is in the one whose mind is troubled, and those whose faith is in the one whose ultimate purpose is, the men who are unpunished by wisdom shall receive unrest, that is, they shall not be born again."
"5.18 Sages look with an eal eye on a Brahmana endowed with learning and humility, on a cow, on an elephant, and even on a dog and an outcaste.","5:18 Thus the wise men see the brahman, and the cow, and the elephant, and the swann, and the chandal, and the same theity."
5.19 Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman.,"5:19 Those whose mind is in equality, this serg is overwhelmed by them; for the universe is innocent and equal, so they are in the universe."
"5.20 Resting in Brahman, with steady intellect and undeluded, the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant.","5.20 The stability, which is located in the untouched universe of man, would not rejoice by receiving the beloved thing and would not reveal by receiving the unpleasant thing."
5.21 With the self unattached to external contacts he finds happiness in the Self; with the self engaged in    the meditation of Brahman he attains to the endless happiness.,"5.21 In external matters, the untouched end: the man who has the creation receives pleasure in the soul alone; the man who has the mind included in the mind of the universe receives renewed pleasure."
"5.22 The enjoyments that are born of contacts are only generators of pain, for they have a beginning and an end, O Arjuna; the wise man does not rejoice in them.","5:22 Those who come from coincidence are for the sake of suffering, for they are the first and the last, and the wise men do not rame in them."
"5.23 He who is able, while still here (in this world) to withstand, before the liberation from the body, the impulse born out of desire and anger  he is a Yogi, he is a happy man.","5.23 Whoever is able to tolerate the weight of work and anger before he has abandoned his body in this people, he is a yogi (united) and happy man."
"5.24 He who is happy within, who rejoices within, and who is illuminated within, that Yogi attains absolute freedom or Moksha, himself becoming Brahman.","5.24 The man who is pleasant in the inner spirit, quiet in the spirit, and knowledgeable in the spirit, he becomes a yogi universum and receives the universum, i.e. the ultimate salvation."
"5.25 The sages (Rishis) obtain absolute freedom or Moksha  they whose sins have been destroyed, whose dualities (perception of dualities or experience of the pairs of opposites) are torn asunder, who are self-controlled, and intent on the welfare of all beings.","5.25 Those who receive the righteous salvation - whose sins have been destroyed, who are righteous in the interests of the righteous, the righteous and the wicked."
"5.26 Absolute freedom (or Brahmic bliss) exists on all sides for those self-controlled ascetics who are free from desire and anger, who have controlled their thoughts and who have realised the Self.","5:26 For those who are free of work and of anger, who are sanctified and who know the Spirit, there is salvation (or universe) everywhere."
"5.27 Shutting out (all) external contacts and fixing the gaze between the eyrow, ealising the outgoing and incoming breaths moving within the nostrils.",5.27 The external subjects are outside by placing the sight of the sights in the midst of the foolishness and by equating the soul and the disappearance in the Nazica.
"5.28 With the senses, the mind and the intellect (ever) controlled, having liberation as his supreme goal, free from desire, fear and anger  the sage is verily liberated for ever.","5.28 The man whose minds, minds and intelligence are sacred, such a salvation is free of desire, fear and anger, he is forever free."
"5.29 He who knows Me as the enjoyer of sacrifices and austerities, the great Lord of all the worlds and the friend of all beings, attains to peace.",5:29 And I shall receive peace by knowing the great God of all men and the heart of the wicked.
6.1 The Blessed Lord said  He who performs his bounden duty without depending on the fruits of his actions  he is a Sannyasi and a Yogi; not he who is without fire and without action.,"6:1 And the Lord said, Whoever does a duty without depending on the karmaful, he is saniacy and yogi, not the one who has only forgotten the fire and the actions."
"6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts.","6:2 O Pandov, whom they call sanas, you shall understand the same as yoga; for no man who does not give up the decisions would be yoga."
"6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means.","6.3 For those who desire to be mature in yoga, it is said to work for the muni, and for the same man, when it becomes mature, it is said to sham (peace, resolution) means."
"6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga.","6.4 When (the righteous) is neither in the matters of men nor in the works, then the sanctuary of all resolutions is called Yogarud."
"6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself.","6:5 Man should save himself by himself, and his defect should not fall; for the Spirit is the friend of the Spirit, and the Spirit is the enemy of the Spirit."
"6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe.","6.6 Those who have conquered the Spirit by the Spirit, the Spirit of the man is his friend, but the Spirit is in the same place as the enemy for the untrue."
"6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour.",6.7..................
"6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi).","6.8 Whoever is filled with knowledge and knowledge, whoever is uninterrupted, and whoever is equal to the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil, and whoever has the soil."
"6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels.","6.9 The man who is heartful, friend, enemy, indifferent, intermediate, devout and bonded, and who is equal in religions and sinners, he is the best."
"6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness.","6.10 The Yogi, who has limited the body and the mind in a solitary place, remains alone and is free of hope and grace, and constantly establishes the mind in the spirit."
"6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other.","6.11 In pure (clean) land shall be placed a cush, a cush, and a cloth on it, so that your seat shall not be established, neither too high nor too low."
"6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self.","6.12 There (sitting in the seat) to concentrate the mind, to practice yoga for self purification in possession of the mind and the actions of the men."
"6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around.","6.13 Caia, the head and the Greva, holding equal and unrighteously, stable and seeing the front part of his nasica and not seeing other directions."
"6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal.",6.14 (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous) (to the righteous)
"6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation.","6.15 Thus, while constantly trying to stabilize the mind, the yogi of the limited mind achieves the peace in the ultimate form of exaltation (moक्ष) located in me."
"6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna.","But, Arjuna, this yoga would not be possible for the man who is more eating or not eating at all, and who is more sleeping or ever awakening."
"6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness.","6.17 For that man, yoga is destroying, who contains food and evil, which is suitable, and which is perfected, seeking and awakening."
"6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'.","6.18 The mind made in the wast, in which time it is located in its sweep and itself the whole matter becomes free, in that time it is called yogi."
"6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self).","6.19. as the lightning lights located in the spandnerless airplaces are not observed, the practicing of yoga has been said the same submits."
"6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self.",6.20. by consuming yoga in the stages in which the unrighteous mind becomes humble and in the stages in which himself becomes satisfied in himself when he sees himself in himself.
"6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality.","6.21 The pleasure which is eternal, eternal and buddhist, the pleasure in which it experiences and in which it is located, this meditative never again deviates by wisdom."
"6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow.","6:22 And no other benefit comes to his beliefs more than that which is beneficial when it is achieved; and when it is in it, it is not distracted by great suffering."
"6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind.","6.23 It is the coincidence of the sadness, it must know by the name of ‘young’ (the yoga which is the purpose of the meditation) that the practice of the meditation must do with the intelligence not raised."
6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.,6.24 All the desires arising from resolutions are free of charge and by mind the intellectual community in equal possession from all sides.
"6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything.",6:25 Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Thou shanna: Th
"6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone.","6:26 It is the chicked and unstable mind for which reasons (in matters) it speaks, to limit it, and to put it in the hands of the Spirit, that is, to establish it in the Spirit."
"6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin.","6:27 Those whose mind is peaceful, who is sinless, and whose righteousness is calmed, this universally formed yogi shall receive the best pleasure."
"6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal).","6.28 Thus, the sinless yogi, who is able to stabilize the mind forever in the soul, enjoys the ultimate pleasure of the universe."
6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.,6.29.................
"6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.","The man who sees me everywhere and sees me everywhere, for him I would not be destroyed (i.e. for him I would not be away) and he would not be apart from me."
"6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.","6:31 Whoever humbles me in all the spirits which are located in the unity of man, he is in me in all kinds of purification (rheting)."
"6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.","6:32 O Arjuna, the man who sees all things like him, whether he is pleasant or sad, he is considered the ultimate yogi."
"6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).","6:33.Arjuna said, “O Madhusudan, which this communal yoga you said, I do not see its eternal position because of the mind’s chunchle."
"6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.","6:34 For, o Krishna, this mind is cheerful and pronounced, and strong and strong; I consider its praise as evil as the air."
"6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.","6:35 And the Lord says, “Mahabao, the mind will be uncertain and hardly in possession; but, o Kanti-Son, it can be in possession by practice and waragya."
"6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.","It is difficult to get yoga by the man of the untouched mind, but it is possible to get yoga by the attempting man of the good mind, this is not mine."
"6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?","6:37 And Arjuna said, O Kṛṣṇa, whose mind has been driven by yoga, what speed does he get without obtaining the proof of such unfulfilled effort, the honorable man of yoga?"
Swami Sivananda did not comment on this sloka,"6:38 O Mabbah, does he not be destroyed in the way of the universe, corrupt by both sides, like the wicked and wicked men?"
"6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.","6:39 O Kṛṣṇa, you are the one who is worthy to freely deceive this doubt; for no other than you is possible to find the one who deceives this doubt."
"6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.","6:40 And the Lord said, “O Pharat, that man is not destroyed in this people nor in the people; O Tate, no one who is doing good works is unfortunate."
"6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.","6.41 The unfair man, by receiving the people of the nobles, lives there for a long time and is born in the house of rich men with pure behavior."
6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,"6:42. or it is born in the whole of the wise men, but this kind of birth is undoubtedly very rare among this people."
